phase,lag_truncation_sweeps,lag_truncation_updates,is_primary,lag_estimable,integrated_autocorrelation_time_updates,model_key,cluster_id,panel_id,condition,memory_mode,n_agents
baseline,3,48,False,True,15.185267573474894,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,1,16,False,True,14.084664665652944,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,2,32,True,True,22.785517172322045,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,3,48,False,True,27.873234226613896,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,1,16,False,True,9.270018013360772,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,2,32,True,True,4.782507138771932,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,3,48,False,True,-0.2081429647300831,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
baseline,1,16,False,True,10.859762101132304,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,2,32,True,True,18.583996859977,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,3,48,False,True,23.84395185924897,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,1,16,False,True,11.532122526656492,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,2,32,True,True,12.68728801089273,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,3,48,False,True,12.310766767769525,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,1,16,False,True,,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,2,32,True,True,,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,3,48,False,True,,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,1,16,False,True,9.109023333040486,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2,32,True,True,10.026163115729673,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3,48,False,True,4.065344431257067,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1,16,False,True,13.466981512361134,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2,32,True,True,21.045606053197695,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3,48,False,True,25.608080923727982,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1,16,False,True,13.509333554928975,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2,32,True,True,22.065382437728033,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3,48,False,True,26.10534732985379,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1,16,False,True,9.12515731554698,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,2,32,True,True,9.036797848875695,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,3,48,False,True,8.772602685015842,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,1,16,False,True,,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,2,32,True,True,,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,3,48,False,True,,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,1,16,False,True,15.236819608755066,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,2,32,True,True,27.35154640945931,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,3,48,False,True,36.42296719923746,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,1,16,False,True,9.12515731554698,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,2,32,True,True,9.036797848875695,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,3,48,False,True,8.772602685015842,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,1,16,False,True,10.710242749139935,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,2,32,True,True,13.990350287480709,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,3,48,False,True,15.27438414771471,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,1,16,False,True,14.938400956887666,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,2,32,True,True,27.38204932156142,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,3,48,False,True,36.66927210646746,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,1,16,False,True,15.429231235042472,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,2,32,True,True,27.618125731041083,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,3,48,False,True,36.57381925156901,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,1,16,False,True,9.513024155099666,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,2,32,True,True,12.179797040777785,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,3,48,False,True,10.227739998457528,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,1,16,False,True,7.621002660340601,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,2,32,True,True,7.499190274407557,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,3,48,False,True,7.281963139678345,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,1,16,False,True,13.010471289585851,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2,32,True,True,21.658040112340608,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3,48,False,True,27.754947973871538,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1,16,False,True,11.846513056874791,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2,32,True,True,19.462523583877353,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3,48,False,True,24.41409256459108,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1,16,False,True,11.831241285606113,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2,32,True,True,16.452238749841406,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3,48,False,True,17.11537167031127,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1,16,False,True,13.429582467388169,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,2,32,True,True,20.533727312734143,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,3,48,False,True,21.905742813005986,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,1,16,False,True,14.2918950779874,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,2,32,True,True,24.942260753426492,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,3,48,False,True,32.53306544803819,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,1,16,False,True,11.923696314572652,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,2,32,True,True,14.258088763499007,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,3,48,False,True,13.827733119224154,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,1,16,False,True,13.429582467388169,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,2,32,True,True,20.533727312734143,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,3,48,False,True,21.905742813005986,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
disruption,1,16,False,True,13.75128354824156,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
disruption,2,32,True,True,23.83102180252181,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
disruption,3,48,False,True,31.871503644631986,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,1,16,False,True,12.002413532215023,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,2,32,True,True,17.18451478930464,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,3,48,False,True,19.813274914233205,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,1,16,False,True,15.753086813000742,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,2,32,True,True,29.209941301340194,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,3,48,False,True,39.879835234839284,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,1,16,False,True,13.132311940781804,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,2,32,True,True,17.221171220165814,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,3,48,False,True,16.89670974064369,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,1,16,False,True,,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,2,32,True,True,,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,3,48,False,True,,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,1,16,False,True,13.919624593129987,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2,32,True,True,24.918227006255755,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3,48,False,True,33.86773960610644,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1,16,False,True,12.162267016940836,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2,32,True,True,16.61689551299455,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3,48,False,True,18.225810467366138,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1,16,False,True,14.130229363220188,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2,32,True,True,24.237230170932285,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3,48,False,True,30.709593356101283,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1,16,False,True,13.209918171593351,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,2,32,True,True,20.75829051962795,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,3,48,False,True,24.624706776130125,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,1,16,False,True,11.724639144220022,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,2,32,True,True,13.079390311753667,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,3,48,False,True,9.739575788795932,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,1,16,False,True,7.621002660340601,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,2,32,True,True,7.499190274407557,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,3,48,False,True,7.281963139678345,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,1,16,False,True,13.209918171593351,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,2,32,True,True,20.75829051962795,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,3,48,False,True,24.624706776130125,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,1,16,False,True,2.8027017216034285,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,2,32,True,True,0.040589827368590736,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,3,48,False,True,-0.0595994857473332,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,1,16,False,True,14.589231502718938,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,2,32,True,True,26.621549926839972,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,3,48,False,True,35.33726328497714,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,1,16,False,True,14.286525125622855,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,2,32,True,True,25.199034201253948,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,3,48,False,True,32.9249730288651,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,1,16,False,True,15.157991016018055,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,2,32,True,True,26.222813147577078,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,3,48,False,True,32.96048598648191,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,1,16,False,True,,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,2,32,True,True,,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,3,48,False,True,,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,1,16,False,True,11.469416159022593,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2,32,True,True,13.209521492571644,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3,48,False,True,10.596704276936899,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1,16,False,True,13.555639462948557,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2,32,True,True,24.163870228532147,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3,48,False,True,31.075949436820448,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1,16,False,True,13.665497825179969,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2,32,True,True,18.829432571577627,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3,48,False,True,15.93290638814899,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1,16,False,True,5.19085205459573,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,2,32,True,True,4.4256459263163475,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,3,48,False,True,4.279747104483295,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,1,16,False,True,11.043638268056473,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,2,32,True,True,11.64687336438152,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,3,48,False,True,6.258258126891546,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,1,16,False,True,,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,2,32,True,True,,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,3,48,False,True,,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,1,16,False,True,5.19085205459573,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,2,32,True,True,4.4256459263163475,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,3,48,False,True,4.279747104483295,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,1,16,False,True,14.58019184760936,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,2,32,True,True,26.617817450393062,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,3,48,False,True,35.55663475320176,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,1,16,False,True,13.627689012071036,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,2,32,True,True,23.551549638960026,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,3,48,False,True,30.902234526633762,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,1,16,False,True,15.351215185210588,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,2,32,True,True,28.367141283469806,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,3,48,False,True,38.71519842016012,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,1,16,False,True,11.709416815085426,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,2,32,True,True,16.265436787844234,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,3,48,False,True,16.377672971831565,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,1,16,False,True,,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,2,32,True,True,,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,3,48,False,True,,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,1,16,False,True,15.34370357123435,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2,32,True,True,28.063951596463916,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3,48,False,True,37.40220064656782,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1,16,False,True,11.856551754321147,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2,32,True,True,16.82649276747516,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3,48,False,True,15.760464009657909,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1,16,False,True,12.481092802533874,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2,32,True,True,17.941988151047916,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3,48,False,True,16.660305200398223,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1,16,False,True,11.2968088447252,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,2,32,True,True,17.188064105524955,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,3,48,False,True,19.251657778280325,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,1,16,False,True,,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,2,32,True,True,,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,3,48,False,True,,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,1,16,False,True,11.923696314572652,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,2,32,True,True,14.258088763499007,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,3,48,False,True,13.827733119224154,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,1,16,False,True,11.2968088447252,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,2,32,True,True,17.188064105524955,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,3,48,False,True,19.251657778280325,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,1,16,False,True,11.740352029884859,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,2,32,True,True,15.633656775315076,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,3,48,False,True,16.256231347409788,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,1,16,False,True,12.51524577259618,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,2,32,True,True,15.923202808688929,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,3,48,False,True,14.616447029143554,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,1,16,False,True,11.45937566404419,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,2,32,True,True,18.50056241894498,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,3,48,False,True,24.759040711376844,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,1,16,False,True,14.836408870368379,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,2,32,True,True,25.719557725953635,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,3,48,False,True,32.59471459589576,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,1,16,False,True,15.279101082722804,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,2,32,True,True,27.52387667041911,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,3,48,False,True,36.827212508547305,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,1,16,False,True,7.944521637816276,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2,32,True,True,5.853902573959143,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3,48,False,True,2.587105042705826,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1,16,False,True,8.360751400800046,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2,32,True,True,7.655523271596092,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3,48,False,True,2.2501476675280045,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1,16,False,True,7.90355880092005,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2,32,True,True,7.619372645929539,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3,48,False,True,6.036937353193295,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
