phase,agent_i,agent_j,community_i,community_j,connected_correlation,model_key,cluster_id,panel_id,condition,memory_mode,n_agents
disruption,9,13,1,1,-0.015833333333333255,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,9,14,1,1,-0.016111111111111076,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,9,15,1,1,0.015694444444444455,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,0,1,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,1,1,0,-0.04791666666666672,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,2,1,0,-0.09583333333333344,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,3,1,0,0.1562500000000001,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,4,1,0,-0.14375000000000004,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,5,1,0,0.07986111111111116,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,6,1,0,-0.15902777777777788,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,7,1,0,-0.1118055555555556,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,8,1,1,-0.03194444444444455,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,9,1,1,0.015972222222222276,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,10,1,1,0.15972222222222232,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,11,1,1,0.06388888888888888,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,12,1,1,0.15763888888888888,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,13,1,1,-0.15833333333333333,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,14,1,1,-0.12777777777777777,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,10,15,1,1,0.15694444444444455,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,0,1,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,1,1,0,-0.04916666666666669,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,2,1,0,-0.06499999999999995,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,3,1,0,0.0625,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,4,1,0,-0.0641666666666667,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,5,1,0,0.06527777777777777,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,6,1,0,-0.06361111111111106,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,7,1,0,-0.06472222222222224,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,8,1,1,-0.032777777777777795,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,9,1,1,0.016388888888888786,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,10,1,1,0.06388888888888888,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,11,1,1,0.06555555555555559,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,12,1,1,0.06305555555555553,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,13,1,1,-0.06333333333333335,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,14,1,1,-0.06444444444444442,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,11,15,1,1,0.06277777777777771,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,0,1,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,1,1,0,-0.04729166666666662,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,2,1,0,-0.09458333333333335,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,3,1,0,0.2031249999999999,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,4,1,0,-0.14187499999999997,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,5,1,0,0.07881944444444433,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,6,1,0,-0.17340277777777768,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,7,1,0,-0.11034722222222215,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,8,1,1,-0.03152777777777771,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,9,1,1,0.0157638888888888,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,10,1,1,0.15763888888888888,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,11,1,1,0.06305555555555553,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,12,1,1,0.2049305555555555,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,13,1,1,-0.1891666666666666,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,14,1,1,-0.12611111111111106,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,12,15,1,1,0.2040277777777778,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,0,1,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,1,1,0,0.0475000000000001,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,2,1,0,0.09499999999999997,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,3,1,0,-0.1875,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,4,1,0,0.14249999999999996,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,5,1,0,-0.07916666666666661,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,6,1,0,0.1741666666666667,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,7,1,0,0.11083333333333334,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,8,1,1,0.03166666666666662,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,9,1,1,-0.015833333333333255,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,10,1,1,-0.15833333333333333,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,11,1,1,-0.06333333333333335,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,12,1,1,-0.1891666666666666,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,13,1,1,0.18999999999999995,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,14,1,1,0.1266666666666666,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,13,15,1,1,-0.18833333333333324,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,0,1,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,1,1,0,0.04833333333333334,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,2,1,0,0.09666666666666668,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,3,1,0,-0.125,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,4,1,0,0.1283333333333333,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,5,1,0,-0.08055555555555549,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,6,1,0,0.12722222222222224,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,7,1,0,0.11277777777777775,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,8,1,1,0.03222222222222226,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,9,1,1,-0.016111111111111076,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,10,1,1,-0.12777777777777777,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,11,1,1,-0.06444444444444442,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,12,1,1,-0.12611111111111106,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,13,1,1,0.1266666666666666,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,14,1,1,0.12888888888888883,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,14,15,1,1,-0.12555555555555553,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,0,1,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,1,1,0,-0.047083333333333366,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,2,1,0,-0.09416666666666673,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,3,1,0,0.21875,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,4,1,0,-0.14125,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,5,1,0,0.07847222222222228,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,6,1,0,-0.1726388888888889,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,7,1,0,-0.10986111111111119,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,8,1,1,-0.03138888888888902,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,9,1,1,0.015694444444444455,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,10,1,1,0.15694444444444455,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,11,1,1,0.06277777777777771,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,12,1,1,0.2040277777777778,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,13,1,1,-0.18833333333333324,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,14,1,1,-0.12555555555555553,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
disruption,15,15,1,1,0.21972222222222226,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,0,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,1,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,2,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,3,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,4,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,5,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,6,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,7,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,8,0,1,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,9,0,1,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,10,0,1,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,11,0,1,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,12,0,1,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,13,0,1,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,14,0,1,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,0,15,0,1,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,0,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,1,0,0,0.3465972222222222,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,2,0,0,0.10548611111111117,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,3,0,0,-0.015069444444444358,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,4,0,0,0.0641666666666666,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,5,0,0,-0.21097222222222223,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,6,0,0,0.19590277777777765,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,7,0,0,0.13562499999999988,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,8,0,1,0.030138888888888826,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,9,0,1,-0.06027777777777776,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,10,0,1,-0.16576388888888893,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,11,0,1,-0.12055555555555553,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,12,0,1,-0.09041666666666659,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,13,0,1,0.045208333333333406,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,14,0,1,0.15069444444444446,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,1,15,0,1,-0.1808333333333333,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,0,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,1,0,0,0.10548611111111117,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,2,0,0,0.11326388888888894,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,3,0,0,-0.01618055555555553,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,4,0,0,0.07750000000000001,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,5,0,0,-0.10986111111111119,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,6,0,0,0.11034722222222215,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,7,0,0,0.11229166666666657,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,8,0,1,0.032361111111111174,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,9,0,1,-0.06472222222222224,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,10,0,1,-0.11131944444444453,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,11,0,1,-0.11277777777777775,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,12,0,1,-0.09708333333333341,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,13,0,1,0.048541666666666705,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,14,0,1,0.1118055555555556,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,2,15,0,1,-0.11083333333333334,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,0,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,1,0,0,-0.015069444444444358,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,2,0,0,-0.01618055555555553,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,3,0,0,0.016597222222222152,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,4,0,0,-0.015833333333333255,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,5,0,0,0.015694444444444455,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,6,0,0,-0.0157638888888888,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,7,0,0,-0.01604166666666662,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,8,0,1,-0.016527777777777808,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,9,0,1,0.016388888888888786,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,10,0,1,0.01590277777777771,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,11,0,1,0.016111111111111076,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,12,0,1,0.016250000000000098,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,13,0,1,-0.01645833333333324,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,14,0,1,-0.015972222222222276,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,3,15,0,1,0.015833333333333255,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,0,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,1,0,0,0.0641666666666666,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,2,0,0,0.07750000000000001,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,3,0,0,-0.015833333333333255,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,4,0,0,0.18999999999999995,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,5,0,0,-0.07166666666666666,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,6,0,0,0.0724999999999999,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,7,0,0,0.07583333333333331,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,8,0,1,0.03166666666666662,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,9,0,1,-0.06333333333333335,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,10,0,1,-0.07416666666666671,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,11,0,1,-0.07666666666666655,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,12,0,1,-0.07833333333333337,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,13,0,1,0.0475000000000001,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,14,0,1,0.07500000000000007,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,4,15,0,1,-0.07333333333333325,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,0,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,1,0,0,-0.21097222222222223,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,2,0,0,-0.10986111111111119,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,3,0,0,0.015694444444444455,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,4,0,0,-0.07166666666666666,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,5,0,0,0.21972222222222226,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,6,0,0,-0.2040277777777778,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,7,0,0,-0.14125,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,8,0,1,-0.03138888888888902,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,9,0,1,0.06277777777777771,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,10,0,1,0.1726388888888889,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,11,0,1,0.12555555555555553,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,12,0,1,0.09416666666666673,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,13,0,1,-0.047083333333333366,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,14,0,1,-0.15694444444444455,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,5,15,0,1,0.18833333333333324,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,0,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,1,0,0,0.19590277777777765,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,2,0,0,0.11034722222222215,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,3,0,0,-0.0157638888888888,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,4,0,0,0.0724999999999999,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,5,0,0,-0.2040277777777778,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,6,0,0,0.2049305555555555,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,7,0,0,0.14187499999999997,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,8,0,1,0.03152777777777771,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,9,0,1,-0.06305555555555553,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,10,0,1,-0.17340277777777768,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,11,0,1,-0.12611111111111106,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,12,0,1,-0.09458333333333335,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,13,0,1,0.04729166666666662,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,14,0,1,0.15763888888888888,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,6,15,0,1,-0.1891666666666666,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,0,0,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,1,0,0,0.13562499999999988,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,2,0,0,0.11229166666666657,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,3,0,0,-0.01604166666666662,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,4,0,0,0.07583333333333331,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,5,0,0,-0.14125,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,6,0,0,0.14187499999999997,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,7,0,0,0.14437499999999992,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,8,0,1,0.03208333333333335,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,9,0,1,-0.0641666666666667,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,10,0,1,-0.14312499999999995,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,11,0,1,-0.1283333333333333,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,12,0,1,-0.09624999999999995,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,13,0,1,0.04812499999999997,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,14,0,1,0.14375000000000004,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,7,15,0,1,-0.14249999999999996,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,0,1,0,0.0,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,1,1,0,0.030138888888888826,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,2,1,0,0.032361111111111174,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,3,1,0,-0.016527777777777808,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,4,1,0,0.03166666666666662,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,5,1,0,-0.03138888888888902,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,6,1,0,0.03152777777777771,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,7,1,0,0.03208333333333335,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,8,1,1,0.033055555555555616,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
recovery,8,9,1,1,-0.032777777777777795,qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,16
