run_id,application,scenario,method,message_type,count
holdout_locked-commercial-doet_rl-n10-s8108-communication_partition-r7302,commercial,communication_partition,doet_rl,coalition_joined,4
holdout_locked-commercial-doet_rl-n10-s8108-communication_partition-r7302,commercial,communication_partition,doet_rl,coalition_proposal,8
holdout_locked-commercial-doet_rl-n10-s8108-communication_partition-r7302,commercial,communication_partition,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8108-communication_partition-r7302,commercial,communication_partition,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8109-communication_partition-r7303,commercial,communication_partition,doet_rl,coalition_joined,1
holdout_locked-commercial-doet_rl-n10-s8109-communication_partition-r7303,commercial,communication_partition,doet_rl,coalition_proposal,3
holdout_locked-commercial-doet_rl-n10-s8109-communication_partition-r7303,commercial,communication_partition,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8109-communication_partition-r7303,commercial,communication_partition,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8110-communication_partition-r7304,commercial,communication_partition,doet_rl,coalition_joined,1
holdout_locked-commercial-doet_rl-n10-s8110-communication_partition-r7304,commercial,communication_partition,doet_rl,coalition_proposal,3
holdout_locked-commercial-doet_rl-n10-s8110-communication_partition-r7304,commercial,communication_partition,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8110-communication_partition-r7304,commercial,communication_partition,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8111-communication_partition-r7305,commercial,communication_partition,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8111-communication_partition-r7305,commercial,communication_partition,doet_rl,coalition_proposal,7
holdout_locked-commercial-doet_rl-n10-s8111-communication_partition-r7305,commercial,communication_partition,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8111-communication_partition-r7305,commercial,communication_partition,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8112-communication_partition-r7301,commercial,communication_partition,doet_rl,coalition_joined,4
holdout_locked-commercial-doet_rl-n10-s8112-communication_partition-r7301,commercial,communication_partition,doet_rl,coalition_proposal,4
holdout_locked-commercial-doet_rl-n10-s8112-communication_partition-r7301,commercial,communication_partition,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8112-communication_partition-r7301,commercial,communication_partition,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8113-communication_partition-r7302,commercial,communication_partition,doet_rl,coalition_joined,3
holdout_locked-commercial-doet_rl-n10-s8113-communication_partition-r7302,commercial,communication_partition,doet_rl,coalition_proposal,4
holdout_locked-commercial-doet_rl-n10-s8113-communication_partition-r7302,commercial,communication_partition,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8113-communication_partition-r7302,commercial,communication_partition,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8114-communication_partition-r7303,commercial,communication_partition,doet_rl,coalition_joined,3
holdout_locked-commercial-doet_rl-n10-s8114-communication_partition-r7303,commercial,communication_partition,doet_rl,coalition_proposal,6
holdout_locked-commercial-doet_rl-n10-s8114-communication_partition-r7303,commercial,communication_partition,doet_rl,need,4
holdout_locked-commercial-doet_rl-n10-s8114-communication_partition-r7303,commercial,communication_partition,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8115-communication_partition-r7304,commercial,communication_partition,doet_rl,coalition_joined,1
holdout_locked-commercial-doet_rl-n10-s8115-communication_partition-r7304,commercial,communication_partition,doet_rl,coalition_proposal,3
holdout_locked-commercial-doet_rl-n10-s8115-communication_partition-r7304,commercial,communication_partition,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8115-communication_partition-r7304,commercial,communication_partition,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8116-communication_partition-r7305,commercial,communication_partition,doet_rl,coalition_joined,4
holdout_locked-commercial-doet_rl-n10-s8116-communication_partition-r7305,commercial,communication_partition,doet_rl,coalition_proposal,6
holdout_locked-commercial-doet_rl-n10-s8116-communication_partition-r7305,commercial,communication_partition,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8116-communication_partition-r7305,commercial,communication_partition,doet_rl,entropy_sketch,12
holdout_locked-commercial-doet_rule-n10-s8101-correlated,commercial,correlated,doet_rule,coalition_joined,13
holdout_locked-commercial-doet_rule-n10-s8101-correlated,commercial,correlated,doet_rule,coalition_proposal,25
holdout_locked-commercial-doet_rule-n10-s8101-correlated,commercial,correlated,doet_rule,need,2
holdout_locked-commercial-doet_rule-n10-s8101-correlated,commercial,correlated,doet_rule,entropy_sketch,8
holdout_locked-commercial-doet_rule-n10-s8102-correlated,commercial,correlated,doet_rule,coalition_joined,16
holdout_locked-commercial-doet_rule-n10-s8102-correlated,commercial,correlated,doet_rule,coalition_proposal,29
holdout_locked-commercial-doet_rule-n10-s8102-correlated,commercial,correlated,doet_rule,entropy_sketch,10
holdout_locked-commercial-doet_rule-n10-s8103-correlated,commercial,correlated,doet_rule,coalition_joined,16
holdout_locked-commercial-doet_rule-n10-s8103-correlated,commercial,correlated,doet_rule,coalition_proposal,26
holdout_locked-commercial-doet_rule-n10-s8103-correlated,commercial,correlated,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8103-correlated,commercial,correlated,doet_rule,entropy_sketch,10
holdout_locked-commercial-doet_rule-n10-s8104-correlated,commercial,correlated,doet_rule,coalition_joined,15
holdout_locked-commercial-doet_rule-n10-s8104-correlated,commercial,correlated,doet_rule,coalition_proposal,32
holdout_locked-commercial-doet_rule-n10-s8104-correlated,commercial,correlated,doet_rule,entropy_sketch,10
holdout_locked-commercial-doet_rule-n10-s8105-correlated,commercial,correlated,doet_rule,coalition_joined,18
holdout_locked-commercial-doet_rule-n10-s8105-correlated,commercial,correlated,doet_rule,coalition_proposal,28
holdout_locked-commercial-doet_rule-n10-s8105-correlated,commercial,correlated,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8105-correlated,commercial,correlated,doet_rule,entropy_sketch,10
holdout_locked-commercial-doet_rule-n10-s8106-correlated,commercial,correlated,doet_rule,coalition_joined,15
holdout_locked-commercial-doet_rule-n10-s8106-correlated,commercial,correlated,doet_rule,coalition_proposal,24
holdout_locked-commercial-doet_rule-n10-s8106-correlated,commercial,correlated,doet_rule,entropy_sketch,12
holdout_locked-commercial-doet_rule-n10-s8107-correlated,commercial,correlated,doet_rule,coalition_joined,17
holdout_locked-commercial-doet_rule-n10-s8107-correlated,commercial,correlated,doet_rule,coalition_proposal,26
holdout_locked-commercial-doet_rule-n10-s8107-correlated,commercial,correlated,doet_rule,entropy_sketch,12
holdout_locked-commercial-doet_rule-n10-s8108-correlated,commercial,correlated,doet_rule,coalition_joined,17
holdout_locked-commercial-doet_rule-n10-s8108-correlated,commercial,correlated,doet_rule,coalition_proposal,27
holdout_locked-commercial-doet_rule-n10-s8108-correlated,commercial,correlated,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8108-correlated,commercial,correlated,doet_rule,entropy_sketch,14
holdout_locked-commercial-doet_rule-n10-s8109-correlated,commercial,correlated,doet_rule,coalition_joined,14
holdout_locked-commercial-doet_rule-n10-s8109-correlated,commercial,correlated,doet_rule,coalition_proposal,30
holdout_locked-commercial-doet_rule-n10-s8109-correlated,commercial,correlated,doet_rule,need,3
holdout_locked-commercial-doet_rule-n10-s8109-correlated,commercial,correlated,doet_rule,entropy_sketch,14
holdout_locked-commercial-doet_rule-n10-s8110-correlated,commercial,correlated,doet_rule,coalition_joined,13
holdout_locked-commercial-doet_rule-n10-s8110-correlated,commercial,correlated,doet_rule,coalition_proposal,26
holdout_locked-commercial-doet_rule-n10-s8110-correlated,commercial,correlated,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8110-correlated,commercial,correlated,doet_rule,entropy_sketch,6
holdout_locked-commercial-doet_rule-n10-s8111-correlated,commercial,correlated,doet_rule,coalition_joined,14
holdout_locked-commercial-doet_rule-n10-s8111-correlated,commercial,correlated,doet_rule,coalition_proposal,30
holdout_locked-commercial-doet_rule-n10-s8111-correlated,commercial,correlated,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8111-correlated,commercial,correlated,doet_rule,entropy_sketch,8
holdout_locked-commercial-doet_rule-n10-s8112-correlated,commercial,correlated,doet_rule,coalition_joined,15
holdout_locked-commercial-doet_rule-n10-s8112-correlated,commercial,correlated,doet_rule,coalition_proposal,24
holdout_locked-commercial-doet_rule-n10-s8112-correlated,commercial,correlated,doet_rule,entropy_sketch,10
holdout_locked-commercial-doet_rule-n10-s8113-correlated,commercial,correlated,doet_rule,coalition_joined,15
holdout_locked-commercial-doet_rule-n10-s8113-correlated,commercial,correlated,doet_rule,coalition_proposal,25
holdout_locked-commercial-doet_rule-n10-s8113-correlated,commercial,correlated,doet_rule,need,4
holdout_locked-commercial-doet_rule-n10-s8113-correlated,commercial,correlated,doet_rule,entropy_sketch,14
holdout_locked-commercial-doet_rule-n10-s8114-correlated,commercial,correlated,doet_rule,coalition_joined,15
holdout_locked-commercial-doet_rule-n10-s8114-correlated,commercial,correlated,doet_rule,coalition_proposal,27
holdout_locked-commercial-doet_rule-n10-s8114-correlated,commercial,correlated,doet_rule,entropy_sketch,4
holdout_locked-commercial-doet_rule-n10-s8115-correlated,commercial,correlated,doet_rule,coalition_joined,12
holdout_locked-commercial-doet_rule-n10-s8115-correlated,commercial,correlated,doet_rule,coalition_proposal,22
holdout_locked-commercial-doet_rule-n10-s8115-correlated,commercial,correlated,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8115-correlated,commercial,correlated,doet_rule,entropy_sketch,12
holdout_locked-commercial-doet_rule-n10-s8116-correlated,commercial,correlated,doet_rule,coalition_joined,17
holdout_locked-commercial-doet_rule-n10-s8116-correlated,commercial,correlated,doet_rule,coalition_proposal,28
holdout_locked-commercial-doet_rule-n10-s8116-correlated,commercial,correlated,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8116-correlated,commercial,correlated,doet_rule,entropy_sketch,12
holdout_locked-commercial-doet_rl-n10-s8101-correlated-r7301,commercial,correlated,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8101-correlated-r7301,commercial,correlated,doet_rl,coalition_proposal,17
holdout_locked-commercial-doet_rl-n10-s8101-correlated-r7301,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8101-correlated-r7301,commercial,correlated,doet_rl,entropy_sketch,8
holdout_locked-commercial-doet_rl-n10-s8102-correlated-r7302,commercial,correlated,doet_rl,coalition_joined,4
holdout_locked-commercial-doet_rl-n10-s8102-correlated-r7302,commercial,correlated,doet_rl,coalition_proposal,14
holdout_locked-commercial-doet_rl-n10-s8102-correlated-r7302,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8102-correlated-r7302,commercial,correlated,doet_rl,entropy_sketch,10
holdout_locked-commercial-doet_rl-n10-s8103-correlated-r7303,commercial,correlated,doet_rl,coalition_joined,7
holdout_locked-commercial-doet_rl-n10-s8103-correlated-r7303,commercial,correlated,doet_rl,coalition_proposal,18
holdout_locked-commercial-doet_rl-n10-s8103-correlated-r7303,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8103-correlated-r7303,commercial,correlated,doet_rl,entropy_sketch,10
holdout_locked-commercial-doet_rl-n10-s8104-correlated-r7304,commercial,correlated,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8104-correlated-r7304,commercial,correlated,doet_rl,coalition_proposal,16
holdout_locked-commercial-doet_rl-n10-s8104-correlated-r7304,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8104-correlated-r7304,commercial,correlated,doet_rl,entropy_sketch,10
holdout_locked-commercial-doet_rl-n10-s8105-correlated-r7305,commercial,correlated,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8105-correlated-r7305,commercial,correlated,doet_rl,coalition_proposal,10
holdout_locked-commercial-doet_rl-n10-s8105-correlated-r7305,commercial,correlated,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8105-correlated-r7305,commercial,correlated,doet_rl,entropy_sketch,10
holdout_locked-commercial-doet_rl-n10-s8106-correlated-r7301,commercial,correlated,doet_rl,coalition_joined,3
holdout_locked-commercial-doet_rl-n10-s8106-correlated-r7301,commercial,correlated,doet_rl,coalition_proposal,7
holdout_locked-commercial-doet_rl-n10-s8106-correlated-r7301,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8106-correlated-r7301,commercial,correlated,doet_rl,entropy_sketch,12
holdout_locked-commercial-doet_rl-n10-s8107-correlated-r7302,commercial,correlated,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8107-correlated-r7302,commercial,correlated,doet_rl,coalition_proposal,13
holdout_locked-commercial-doet_rl-n10-s8107-correlated-r7302,commercial,correlated,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8107-correlated-r7302,commercial,correlated,doet_rl,entropy_sketch,12
holdout_locked-commercial-doet_rl-n10-s8108-correlated-r7303,commercial,correlated,doet_rl,coalition_joined,9
holdout_locked-commercial-doet_rl-n10-s8108-correlated-r7303,commercial,correlated,doet_rl,coalition_proposal,17
holdout_locked-commercial-doet_rl-n10-s8108-correlated-r7303,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8108-correlated-r7303,commercial,correlated,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8109-correlated-r7304,commercial,correlated,doet_rl,coalition_joined,7
holdout_locked-commercial-doet_rl-n10-s8109-correlated-r7304,commercial,correlated,doet_rl,coalition_proposal,14
holdout_locked-commercial-doet_rl-n10-s8109-correlated-r7304,commercial,correlated,doet_rl,need,3
holdout_locked-commercial-doet_rl-n10-s8109-correlated-r7304,commercial,correlated,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8110-correlated-r7305,commercial,correlated,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8110-correlated-r7305,commercial,correlated,doet_rl,coalition_proposal,10
holdout_locked-commercial-doet_rl-n10-s8110-correlated-r7305,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8110-correlated-r7305,commercial,correlated,doet_rl,entropy_sketch,6
holdout_locked-commercial-doet_rl-n10-s8111-correlated-r7301,commercial,correlated,doet_rl,coalition_joined,4
holdout_locked-commercial-doet_rl-n10-s8111-correlated-r7301,commercial,correlated,doet_rl,coalition_proposal,8
holdout_locked-commercial-doet_rl-n10-s8111-correlated-r7301,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8111-correlated-r7301,commercial,correlated,doet_rl,entropy_sketch,8
holdout_locked-commercial-doet_rl-n10-s8112-correlated-r7302,commercial,correlated,doet_rl,coalition_joined,6
holdout_locked-commercial-doet_rl-n10-s8112-correlated-r7302,commercial,correlated,doet_rl,coalition_proposal,15
holdout_locked-commercial-doet_rl-n10-s8112-correlated-r7302,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8112-correlated-r7302,commercial,correlated,doet_rl,entropy_sketch,10
holdout_locked-commercial-doet_rl-n10-s8113-correlated-r7303,commercial,correlated,doet_rl,coalition_joined,7
holdout_locked-commercial-doet_rl-n10-s8113-correlated-r7303,commercial,correlated,doet_rl,coalition_proposal,14
holdout_locked-commercial-doet_rl-n10-s8113-correlated-r7303,commercial,correlated,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8113-correlated-r7303,commercial,correlated,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8114-correlated-r7304,commercial,correlated,doet_rl,coalition_joined,3
holdout_locked-commercial-doet_rl-n10-s8114-correlated-r7304,commercial,correlated,doet_rl,coalition_proposal,11
holdout_locked-commercial-doet_rl-n10-s8114-correlated-r7304,commercial,correlated,doet_rl,need,3
holdout_locked-commercial-doet_rl-n10-s8114-correlated-r7304,commercial,correlated,doet_rl,entropy_sketch,4
holdout_locked-commercial-doet_rl-n10-s8115-correlated-r7305,commercial,correlated,doet_rl,coalition_joined,3
holdout_locked-commercial-doet_rl-n10-s8115-correlated-r7305,commercial,correlated,doet_rl,coalition_proposal,10
holdout_locked-commercial-doet_rl-n10-s8115-correlated-r7305,commercial,correlated,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8115-correlated-r7305,commercial,correlated,doet_rl,entropy_sketch,12
holdout_locked-commercial-doet_rl-n10-s8116-correlated-r7301,commercial,correlated,doet_rl,coalition_joined,4
holdout_locked-commercial-doet_rl-n10-s8116-correlated-r7301,commercial,correlated,doet_rl,coalition_proposal,16
holdout_locked-commercial-doet_rl-n10-s8116-correlated-r7301,commercial,correlated,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8116-correlated-r7301,commercial,correlated,doet_rl,entropy_sketch,12
holdout_locked-commercial-doet_rule-n10-s8101-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,20
holdout_locked-commercial-doet_rule-n10-s8101-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,25
holdout_locked-commercial-doet_rule-n10-s8101-compound_ood,commercial,compound_ood,doet_rule,need,3
holdout_locked-commercial-doet_rule-n10-s8101-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,16
holdout_locked-commercial-doet_rule-n10-s8102-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,20
holdout_locked-commercial-doet_rule-n10-s8102-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,24
holdout_locked-commercial-doet_rule-n10-s8102-compound_ood,commercial,compound_ood,doet_rule,need,2
holdout_locked-commercial-doet_rule-n10-s8102-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,16
holdout_locked-commercial-doet_rule-n10-s8103-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,23
holdout_locked-commercial-doet_rule-n10-s8103-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,26
holdout_locked-commercial-doet_rule-n10-s8103-compound_ood,commercial,compound_ood,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8103-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,14
holdout_locked-commercial-doet_rule-n10-s8104-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,22
holdout_locked-commercial-doet_rule-n10-s8104-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,26
holdout_locked-commercial-doet_rule-n10-s8104-compound_ood,commercial,compound_ood,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8104-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,16
holdout_locked-commercial-doet_rule-n10-s8105-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,21
holdout_locked-commercial-doet_rule-n10-s8105-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,27
holdout_locked-commercial-doet_rule-n10-s8105-compound_ood,commercial,compound_ood,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8105-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,16
holdout_locked-commercial-doet_rule-n10-s8106-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,17
holdout_locked-commercial-doet_rule-n10-s8106-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,21
holdout_locked-commercial-doet_rule-n10-s8106-compound_ood,commercial,compound_ood,doet_rule,need,2
holdout_locked-commercial-doet_rule-n10-s8106-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,14
holdout_locked-commercial-doet_rule-n10-s8107-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,19
holdout_locked-commercial-doet_rule-n10-s8107-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,21
holdout_locked-commercial-doet_rule-n10-s8107-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,16
holdout_locked-commercial-doet_rule-n10-s8108-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,18
holdout_locked-commercial-doet_rule-n10-s8108-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,23
holdout_locked-commercial-doet_rule-n10-s8108-compound_ood,commercial,compound_ood,doet_rule,need,2
holdout_locked-commercial-doet_rule-n10-s8108-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,16
holdout_locked-commercial-doet_rule-n10-s8109-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,22
holdout_locked-commercial-doet_rule-n10-s8109-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,28
holdout_locked-commercial-doet_rule-n10-s8109-compound_ood,commercial,compound_ood,doet_rule,need,2
holdout_locked-commercial-doet_rule-n10-s8109-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,14
holdout_locked-commercial-doet_rule-n10-s8110-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,17
holdout_locked-commercial-doet_rule-n10-s8110-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,20
holdout_locked-commercial-doet_rule-n10-s8110-compound_ood,commercial,compound_ood,doet_rule,need,2
holdout_locked-commercial-doet_rule-n10-s8110-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,14
holdout_locked-commercial-doet_rule-n10-s8111-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,20
holdout_locked-commercial-doet_rule-n10-s8111-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,22
holdout_locked-commercial-doet_rule-n10-s8111-compound_ood,commercial,compound_ood,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8111-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,14
holdout_locked-commercial-doet_rule-n10-s8112-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,17
holdout_locked-commercial-doet_rule-n10-s8112-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,27
holdout_locked-commercial-doet_rule-n10-s8112-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,14
holdout_locked-commercial-doet_rule-n10-s8113-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,21
holdout_locked-commercial-doet_rule-n10-s8113-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,26
holdout_locked-commercial-doet_rule-n10-s8113-compound_ood,commercial,compound_ood,doet_rule,need,2
holdout_locked-commercial-doet_rule-n10-s8113-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,16
holdout_locked-commercial-doet_rule-n10-s8114-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,22
holdout_locked-commercial-doet_rule-n10-s8114-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,25
holdout_locked-commercial-doet_rule-n10-s8114-compound_ood,commercial,compound_ood,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8114-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,16
holdout_locked-commercial-doet_rule-n10-s8115-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,22
holdout_locked-commercial-doet_rule-n10-s8115-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,26
holdout_locked-commercial-doet_rule-n10-s8115-compound_ood,commercial,compound_ood,doet_rule,need,1
holdout_locked-commercial-doet_rule-n10-s8115-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,16
holdout_locked-commercial-doet_rule-n10-s8116-compound_ood,commercial,compound_ood,doet_rule,coalition_joined,22
holdout_locked-commercial-doet_rule-n10-s8116-compound_ood,commercial,compound_ood,doet_rule,coalition_proposal,23
holdout_locked-commercial-doet_rule-n10-s8116-compound_ood,commercial,compound_ood,doet_rule,need,2
holdout_locked-commercial-doet_rule-n10-s8116-compound_ood,commercial,compound_ood,doet_rule,entropy_sketch,12
holdout_locked-commercial-doet_rl-n10-s8101-compound_ood-r7302,commercial,compound_ood,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8101-compound_ood-r7302,commercial,compound_ood,doet_rl,coalition_proposal,11
holdout_locked-commercial-doet_rl-n10-s8101-compound_ood-r7302,commercial,compound_ood,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8101-compound_ood-r7302,commercial,compound_ood,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8102-compound_ood-r7303,commercial,compound_ood,doet_rl,coalition_joined,2
holdout_locked-commercial-doet_rl-n10-s8102-compound_ood-r7303,commercial,compound_ood,doet_rl,coalition_proposal,5
holdout_locked-commercial-doet_rl-n10-s8102-compound_ood-r7303,commercial,compound_ood,doet_rl,need,3
holdout_locked-commercial-doet_rl-n10-s8102-compound_ood-r7303,commercial,compound_ood,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8103-compound_ood-r7304,commercial,compound_ood,doet_rl,coalition_joined,8
holdout_locked-commercial-doet_rl-n10-s8103-compound_ood-r7304,commercial,compound_ood,doet_rl,coalition_proposal,12
holdout_locked-commercial-doet_rl-n10-s8103-compound_ood-r7304,commercial,compound_ood,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8103-compound_ood-r7304,commercial,compound_ood,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8104-compound_ood-r7305,commercial,compound_ood,doet_rl,coalition_joined,1
holdout_locked-commercial-doet_rl-n10-s8104-compound_ood-r7305,commercial,compound_ood,doet_rl,coalition_proposal,6
holdout_locked-commercial-doet_rl-n10-s8104-compound_ood-r7305,commercial,compound_ood,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8104-compound_ood-r7305,commercial,compound_ood,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8105-compound_ood-r7301,commercial,compound_ood,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8105-compound_ood-r7301,commercial,compound_ood,doet_rl,coalition_proposal,9
holdout_locked-commercial-doet_rl-n10-s8105-compound_ood-r7301,commercial,compound_ood,doet_rl,need,3
holdout_locked-commercial-doet_rl-n10-s8105-compound_ood-r7301,commercial,compound_ood,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8106-compound_ood-r7302,commercial,compound_ood,doet_rl,coalition_joined,4
holdout_locked-commercial-doet_rl-n10-s8106-compound_ood-r7302,commercial,compound_ood,doet_rl,coalition_proposal,5
holdout_locked-commercial-doet_rl-n10-s8106-compound_ood-r7302,commercial,compound_ood,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8106-compound_ood-r7302,commercial,compound_ood,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8107-compound_ood-r7303,commercial,compound_ood,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8107-compound_ood-r7303,commercial,compound_ood,doet_rl,coalition_proposal,9
holdout_locked-commercial-doet_rl-n10-s8107-compound_ood-r7303,commercial,compound_ood,doet_rl,need,3
holdout_locked-commercial-doet_rl-n10-s8107-compound_ood-r7303,commercial,compound_ood,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8108-compound_ood-r7304,commercial,compound_ood,doet_rl,coalition_joined,3
holdout_locked-commercial-doet_rl-n10-s8108-compound_ood-r7304,commercial,compound_ood,doet_rl,coalition_proposal,6
holdout_locked-commercial-doet_rl-n10-s8108-compound_ood-r7304,commercial,compound_ood,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8108-compound_ood-r7304,commercial,compound_ood,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8109-compound_ood-r7305,commercial,compound_ood,doet_rl,coalition_joined,1
holdout_locked-commercial-doet_rl-n10-s8109-compound_ood-r7305,commercial,compound_ood,doet_rl,coalition_proposal,8
holdout_locked-commercial-doet_rl-n10-s8109-compound_ood-r7305,commercial,compound_ood,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8109-compound_ood-r7305,commercial,compound_ood,doet_rl,entropy_sketch,14
