phase,temporal_window,binder_cumulant,magnetization_second_moment,magnetization_fourth_moment,near_zero_denominator,window_updates,model_key,cluster_id,panel_id,condition,memory_mode,n_agents
disruption,full_phase,-0.8181818181818183,0.002864583333333333,4.475911458333333e-05,False,240,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,early_half,0.06976744186046524,0.005598958333333333,8.748372395833333e-05,False,120,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,late_half,-39.0,0.00013020833333333333,2.0345052083333333e-06,False,120,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,full_phase,-2.456,0.0048828125,0.0002471923828125,False,240,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,early_half,-0.728,0.009765625,0.000494384765625,False,120,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,late_half,,0.0,0.0,True,120,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,full_phase,-0.044628099173553926,0.007161458333333333,0.00016072591145833333,False,240,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
baseline,early_half,0.32858350440768014,0.011848958333333333,0.00028279622395833336,False,120,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
baseline,late_half,-1.1052631578947372,0.0024739583333333332,3.865559895833333e-05,False,120,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
disruption,full_phase,-8.70414201183432,0.0033854166666666668,0.0003336588541666667,False,240,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
disruption,early_half,-3.8520710059171597,0.0067708333333333336,0.0006673177083333333,False,120,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
disruption,late_half,,0.0,0.0,True,120,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
recovery,full_phase,-0.7732234350634888,0.008723958333333334,0.00040486653645833336,False,240,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
recovery,early_half,0.11338828246825561,0.017447916666666667,0.0008097330729166667,False,120,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
recovery,late_half,,0.0,0.0,True,120,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
baseline,full_phase,-2.9372633856138446,0.0027994791666666667,9.256998697916666e-05,False,240,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
baseline,early_half,-0.9686316928069223,0.005598958333333333,0.00018513997395833333,False,120,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
baseline,late_half,,0.0,0.0,True,120,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
disruption,full_phase,-8.70414201183432,0.0033854166666666668,0.0003336588541666667,False,240,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
disruption,early_half,-3.8520710059171597,0.0067708333333333336,0.0006673177083333333,False,120,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
disruption,late_half,,0.0,0.0,True,120,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
recovery,full_phase,-11.5,0.0010416666666666667,4.0690104166666664e-05,False,240,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
recovery,early_half,-5.25,0.0020833333333333333,8.138020833333333e-05,False,120,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
recovery,late_half,,0.0,0.0,True,120,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
baseline,full_phase,-0.5384615384615385,0.0033854166666666668,5.289713541666667e-05,False,240,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,early_half,-0.5384615384615385,0.0033854166666666668,5.289713541666667e-05,False,120,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,late_half,-0.5384615384615385,0.0033854166666666668,5.289713541666667e-05,False,120,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,full_phase,-3.5759368836291907,0.0025390625,8.85009765625e-05,False,240,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,early_half,-1.2879684418145954,0.005078125,0.000177001953125,False,120,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,late_half,,0.0,0.0,True,120,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,full_phase,-5.666666666666666,0.0015625,4.8828125e-05,False,240,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,early_half,-2.333333333333333,0.003125,9.765625e-05,False,120,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,late_half,,0.0,0.0,True,120,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,full_phase,0.6126965494515224,0.05084635416666667,0.0030039469401041668,False,240,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
baseline,early_half,0.5488546297573449,0.03997395833333333,0.002162679036458333,False,120,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
baseline,late_half,0.6635154622656626,0.06171875,0.00384521484375,False,120,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
disruption,full_phase,0.5151621519341409,0.11119791666666666,0.017985026041666668,False,240,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
disruption,early_half,0.6666666666666667,0.0625,0.00390625,False,120,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
disruption,late_half,0.581958429267154,0.15989583333333332,0.032063802083333336,False,120,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
recovery,full_phase,0.6666666666666667,0.140625,0.019775390625,False,240,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
recovery,early_half,0.6666666666666667,0.140625,0.019775390625,False,120,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
recovery,late_half,0.6666666666666667,0.140625,0.019775390625,False,120,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
baseline,full_phase,0.6126965494515224,0.05084635416666667,0.0030039469401041668,False,240,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
baseline,early_half,0.5488546297573449,0.03997395833333333,0.002162679036458333,False,120,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
baseline,late_half,0.6635154622656626,0.06171875,0.00384521484375,False,120,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,full_phase,0.46702867157873684,0.2860026041666667,0.13078715006510416,False,240,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,early_half,0.5668755988651206,0.43138020833333335,0.24179890950520833,False,120,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,late_half,0.6666666666666667,0.140625,0.019775390625,False,120,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,full_phase,0.6069516444293362,0.14947916666666666,0.026346842447916668,False,240,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,early_half,0.6000771723526777,0.14401041666666667,0.024881998697916668,False,120,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,late_half,0.6138690770425816,0.15494791666666666,0.027811686197916668,False,120,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
baseline,full_phase,0.6459880159180809,0.2185546875,0.0507293701171875,False,240,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,early_half,0.6290694920843848,0.187109375,0.038958740234375,False,120,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,late_half,0.6666666666666667,0.25,0.0625,False,120,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,full_phase,0.6529570481314017,0.7157552083333333,0.5333760579427084,False,240,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,early_half,0.6387259035255464,0.6658854166666667,0.4805704752604167,False,120,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,late_half,0.6666666666666667,0.765625,0.586181640625,False,120,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,full_phase,0.6666666666666667,0.765625,0.586181640625,False,240,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,early_half,0.6666666666666667,0.765625,0.586181640625,False,120,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,late_half,0.6666666666666667,0.765625,0.586181640625,False,120,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,full_phase,0.6211631048504852,0.20709635416666666,0.04874369303385417,False,240,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,early_half,0.6348868937755658,0.203515625,0.045367431640625,False,120,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,late_half,0.6085753444332227,0.21067708333333332,0.05211995442708333,False,120,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,full_phase,0.5957215539705842,0.3267578125,0.1294952392578125,False,240,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,early_half,0.6375075583889878,0.428515625,0.199688720703125,False,120,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,late_half,0.6095357510288066,0.225,0.0593017578125,False,120,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,full_phase,0.6279892920880428,0.640625,0.45802001953125,False,240,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,early_half,0.6491282486050944,0.4859375,0.2485595703125,False,120,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,late_half,0.6482438568118336,0.7953125,0.66748046875,False,120,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,full_phase,0.6396396396396398,0.014453125,0.000225830078125,False,240,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,early_half,0.6078431372549019,0.01328125,0.00020751953125,False,120,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,full_phase,0.6666666666666667,0.015625,0.000244140625,False,240,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,early_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,full_phase,0.19191919191919182,0.0064453125,0.0001007080078125,False,240,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,early_half,0.5959595959595959,0.012890625,0.000201416015625,False,120,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,late_half,,0.0,0.0,True,120,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,full_phase,0.6396396396396398,0.014453125,0.000225830078125,False,240,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,early_half,0.6078431372549019,0.01328125,0.00020751953125,False,120,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,full_phase,0.6074526464304135,0.3670572916666667,0.15866495768229166,False,240,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,early_half,0.6173461828015885,0.4513020833333333,0.23380940755208332,False,120,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,late_half,0.6519235269578666,0.2828125,0.0835205078125,False,120,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,full_phase,0.6255802955721819,0.37962239583333335,0.16187642415364584,False,240,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,early_half,0.6540628174883825,0.48932291666666666,0.24849039713541668,False,120,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,late_half,0.6556651817908287,0.269921875,0.075262451171875,False,120,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,full_phase,0.4868637579791313,0.08606770833333334,0.011403401692708334,False,240,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,early_half,-0.0176900484939555,0.031510416666666666,0.0030314127604166665,False,120,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,late_half,0.6666666666666667,0.140625,0.019775390625,False,120,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,full_phase,0.6578209821992173,0.5504557291666666,0.3110422770182292,False,240,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,early_half,0.6485085440155338,0.5384114583333334,0.30567830403645835,False,120,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,late_half,0.6666666666666667,0.5625,0.31640625,False,120,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,full_phase,0.6652451631028142,0.7529296875,0.5693206787109375,False,240,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,early_half,0.6639213966300244,0.740234375,0.552459716796875,False,120,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,late_half,0.6666666666666667,0.765625,0.586181640625,False,120,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,full_phase,0.3765895707634642,0.05774739583333333,0.0062367757161458336,False,240,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,early_half,-0.016000000000000014,0.026041666666666668,0.0020670572916666667,False,120,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,late_half,0.5664969521303306,0.089453125,0.010406494140625,False,120,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,full_phase,0.5689623442198272,0.2932942708333333,0.11123555501302083,False,240,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,early_half,0.5651042647990339,0.168359375,0.036981201171875,False,120,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,late_half,0.6465154797777326,0.41822916666666665,0.18548990885416666,False,120,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,full_phase,0.6186889458772169,0.3890625,0.17315673828125,False,240,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,early_half,0.635375212404443,0.465234375,0.236761474609375,False,120,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,late_half,0.6269955938347975,0.312890625,0.109552001953125,False,120,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,full_phase,-0.5384615384615385,0.0033854166666666668,5.289713541666667e-05,False,240,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,early_half,0.23076923076923073,0.0067708333333333336,0.00010579427083333334,False,120,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,late_half,,0.0,0.0,True,120,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,full_phase,0.25233644859813076,0.006966145833333334,0.00010884602864583334,False,240,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,early_half,0.6261682242990654,0.013932291666666667,0.00021769205729166668,False,120,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,late_half,,0.0,0.0,True,120,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,full_phase,0.6226415094339623,0.013802083333333333,0.00021565755208333333,False,240,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,early_half,0.5652173913043479,0.011979166666666667,0.00018717447916666668,False,120,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,full_phase,-0.5384615384615385,0.0033854166666666668,5.289713541666667e-05,False,240,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,early_half,0.23076923076923073,0.0067708333333333336,0.00010579427083333334,False,120,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,late_half,,0.0,0.0,True,120,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
disruption,full_phase,0.475331530557058,0.06998697916666667,0.0077097574869791664,False,240,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
disruption,early_half,0.6235970042064225,0.111328125,0.013995361328125,False,120,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
disruption,late_half,0.42148760330578505,0.028645833333333332,0.0014241536458333333,False,120,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,full_phase,0.503062240304709,0.15833333333333333,0.037373860677083336,False,240,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,early_half,0.5721438324988621,0.22005208333333334,0.062154134114583336,False,120,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,late_half,0.5502793499030085,0.09661458333333334,0.012593587239583334,False,120,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,full_phase,0.40409342447916685,0.2,0.0715087890625,False,240,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,early_half,-0.028806584362139898,0.028125,0.00244140625,False,120,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,late_half,0.6611585810794907,0.371875,0.140576171875,False,120,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,full_phase,0.6515237510433185,0.9198567708333333,0.8845753987630208,False,240,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,early_half,0.6363966078924393,0.8397135416666667,0.7691507975260417,False,120,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,late_half,0.6666666666666667,1.0,1.0,False,120,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,full_phase,0.6666666666666667,1.0,1.0,False,240,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,early_half,0.6666666666666667,1.0,1.0,False,120,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,late_half,0.6666666666666667,1.0,1.0,False,120,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,full_phase,0.24147560920679245,0.038802083333333334,0.0034261067708333333,False,240,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,early_half,-0.02493074792243788,0.009895833333333333,0.00030110677083333335,False,120,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,late_half,0.5236686390532543,0.06770833333333333,0.006551106770833333,False,120,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,full_phase,0.6279534620628799,0.5944661458333333,0.3944325764973958,False,240,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,early_half,0.6181068603434756,0.4759114583333333,0.25948689778645834,False,120,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,late_half,0.6529113560681286,0.7130208333333333,0.5293782552083334,False,120,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,full_phase,0.5787935938950823,0.45481770833333335,0.2613911946614583,False,240,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,early_half,0.6082869199462809,0.5984375,0.420849609375,False,120,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,late_half,0.6491518005637157,0.3111979166666667,0.10193277994791666,False,120,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,full_phase,0.40128514839077967,0.024674479166666666,0.0010935465494791667,False,240,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,early_half,0.5876288659793814,0.012630208333333334,0.00019734700520833334,False,120,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,late_half,0.5080730345556059,0.03671875,0.00198974609375,False,120,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,full_phase,0.6408088983608913,0.0564453125,0.0034332275390625,False,240,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,early_half,0.6251441753171856,0.053125,0.003173828125,False,120,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,late_half,0.6554031925043076,0.059765625,0.003692626953125,False,120,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,full_phase,0.6601970222383244,0.1357421875,0.0187835693359375,False,240,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,early_half,0.6536719388133957,0.130859375,0.017791748046875,False,120,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,late_half,0.6666666666666667,0.140625,0.019775390625,False,120,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,full_phase,0.40128514839077967,0.024674479166666666,0.0010935465494791667,False,240,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,early_half,0.5876288659793814,0.012630208333333334,0.00019734700520833334,False,120,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,late_half,0.5080730345556059,0.03671875,0.00198974609375,False,120,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,full_phase,0.6615534498519171,0.25299479166666666,0.06498819986979167,False,240,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,early_half,0.6567693516121988,0.2559895833333333,0.06747639973958333,False,120,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,late_half,0.6666666666666667,0.25,0.0625,False,120,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,full_phase,0.12445538789671651,0.10227864583333333,0.027477010091145834,False,240,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,early_half,0.48910445088607823,0.18893229166666667,0.05470987955729167,False,120,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,full_phase,0.5032507853020673,0.0685546875,0.0070037841796875,False,240,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,early_half,0.4969457420050306,0.032942708333333334,0.0016377766927083333,False,120,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,late_half,0.6200000000000001,0.10416666666666667,0.012369791666666666,False,120,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,full_phase,0.6081984461671843,0.77734375,0.71025390625,False,240,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,early_half,0.544429015406996,0.5546875,0.4205078125,False,120,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,late_half,0.6666666666666667,1.0,1.0,False,120,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,full_phase,0.6666666666666667,1.0,1.0,False,240,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,early_half,0.6666666666666667,1.0,1.0,False,120,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,late_half,0.6666666666666667,1.0,1.0,False,120,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,full_phase,-0.23535033449021658,0.0275390625,0.0028106689453125,False,240,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,early_half,0.23920588643620733,0.019140625,0.000836181640625,False,120,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,late_half,-0.23503465658475142,0.0359375,0.00478515625,False,120,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,full_phase,0.6153860210809468,0.471875,0.25692138671875,False,240,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,early_half,0.5951831438041275,0.335546875,0.136737060546875,False,120,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,late_half,0.6601834217524685,0.608203125,0.377105712890625,False,120,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,full_phase,0.5721273983646462,0.49322916666666666,0.31227213541666665,False,240,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,early_half,0.5583345290167505,0.5462239583333334,0.39532674153645836,False,120,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,late_half,0.6057618294414715,0.440234375,0.229217529296875,False,120,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,full_phase,0.5507478908959164,0.018098958333333335,0.00044148763020833334,False,240,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,early_half,0.49687550072103825,0.020572916666666666,0.0006388346354166667,False,120,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,full_phase,0.4469041827487511,0.023502604166666666,0.0009165445963541667,False,240,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,early_half,0.4621304729601763,0.03138020833333333,0.0015889485677083334,False,120,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,full_phase,0.6666666666666667,0.015625,0.000244140625,False,240,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,early_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
