model_key,condition,phase,agent_i,agent_j,community_i,community_j,connected_correlation,between_cluster_sd,independent_clusters
granite,field_scrambled,baseline,8,8,1,1,0.48541666666666666,0.4171574470726229,6
granite,field_scrambled,baseline,8,9,1,1,-0.1139814814814815,0.21173225355741637,6
granite,field_scrambled,baseline,8,10,1,1,-0.126875,0.31077901111561573,6
granite,field_scrambled,baseline,8,11,1,1,-0.09193287037037039,0.27047935705683457,6
granite,field_scrambled,baseline,8,12,1,1,0.07041666666666668,0.09532747934305845,6
granite,field_scrambled,baseline,8,13,1,1,-0.06710648148148148,0.27278021633706706,6
granite,field_scrambled,baseline,8,14,1,1,0.03751157407407407,0.18352121274113622,6
granite,field_scrambled,baseline,8,15,1,1,-0.02883101851851851,0.06850181657987472,6
granite,field_scrambled,baseline,9,0,1,0,0.07211805555555555,0.18682686655598985,6
granite,field_scrambled,baseline,9,1,1,0,-0.039745370370370355,0.12023768951727523,6
granite,field_scrambled,baseline,9,2,1,0,0.036018518518518526,0.05780893034803136,6
granite,field_scrambled,baseline,9,3,1,0,0.11760416666666668,0.23566733520355435,6
granite,field_scrambled,baseline,9,4,1,0,-0.08319444444444445,0.20378393832321162,6
granite,field_scrambled,baseline,9,5,1,0,0.025081018518518516,0.13836150159904595,6
granite,field_scrambled,baseline,9,6,1,0,0.0050347222222222225,0.012332500441095864,6
granite,field_scrambled,baseline,9,7,1,0,0.12519675925925924,0.24530399860108487,6
granite,field_scrambled,baseline,9,8,1,1,-0.1139814814814815,0.21173225355741637,6
granite,field_scrambled,baseline,9,9,1,1,0.3602546296296296,0.43945153954332195,6
granite,field_scrambled,baseline,9,10,1,1,0.05194444444444444,0.1272373838612373,6
granite,field_scrambled,baseline,9,11,1,1,0.043101851851851856,0.14638466330256653,6
granite,field_scrambled,baseline,9,12,1,1,-0.07509259259259261,0.16311287362492596,6
granite,field_scrambled,baseline,9,13,1,1,-0.03923611111111111,0.18062062395912246,6
granite,field_scrambled,baseline,9,14,1,1,-0.05226851851851852,0.2662641879756906,6
granite,field_scrambled,baseline,9,15,1,1,0.036863425925925904,0.12851166374043793,6
granite,field_scrambled,baseline,10,0,1,0,0.14385416666666664,0.26559203226785,6
granite,field_scrambled,baseline,10,1,1,0,-0.11090277777777775,0.30178754676034864,6
granite,field_scrambled,baseline,10,2,1,0,0.0,0.0,6
granite,field_scrambled,baseline,10,3,1,0,0.06284722222222222,0.1647861443800104,6
granite,field_scrambled,baseline,10,4,1,0,0.002106481481481478,0.005159804782251593,6
granite,field_scrambled,baseline,10,5,1,0,-0.007673611111111108,0.018796431706773684,6
granite,field_scrambled,baseline,10,6,1,0,-0.02317129629629629,0.056757852604767615,6
granite,field_scrambled,baseline,10,7,1,0,0.04616898148148149,0.1847929084505996,6
granite,field_scrambled,baseline,10,8,1,1,-0.126875,0.31077901111561573,6
granite,field_scrambled,baseline,10,9,1,1,0.05194444444444444,0.1272373838612373,6
granite,field_scrambled,baseline,10,10,1,1,0.16707175925925924,0.3195387131940058,6
granite,field_scrambled,baseline,10,11,1,1,0.11212962962962962,0.2755458620980209,6
granite,field_scrambled,baseline,10,12,1,1,0.034004629629629635,0.08329399148491873,6
granite,field_scrambled,baseline,10,13,1,1,-0.04888888888888889,0.11975283186939982,6
granite,field_scrambled,baseline,10,14,1,1,-0.03865740740740742,0.18311680535464842,6
granite,field_scrambled,baseline,10,15,1,1,0.04459490740740741,0.0692852121204082,6
granite,field_scrambled,baseline,11,0,1,0,0.1178009259259259,0.29011832963521833,6
granite,field_scrambled,baseline,11,1,1,0,-0.08361111111111112,0.2606533813039555,6
granite,field_scrambled,baseline,11,2,1,0,0.02,0.04898979485566356,6
granite,field_scrambled,baseline,11,3,1,0,0.07890046296296299,0.1719082286435413,6
granite,field_scrambled,baseline,11,4,1,0,0.014768518518518495,0.05305960329721299,6
granite,field_scrambled,baseline,11,5,1,0,-0.002476851851851832,0.021644293410568973,6
granite,field_scrambled,baseline,11,6,1,0,0.0019907407407407374,0.0048762990249850225,6
granite,field_scrambled,baseline,11,7,1,0,0.09403935185185185,0.1745107602223564,6
granite,field_scrambled,baseline,11,8,1,1,-0.09193287037037039,0.27047935705683457,6
granite,field_scrambled,baseline,11,9,1,1,0.043101851851851856,0.14638466330256653,6
granite,field_scrambled,baseline,11,10,1,1,0.11212962962962962,0.2755458620980209,6
granite,field_scrambled,baseline,11,11,1,1,0.18586805555555555,0.3316882430342228,6
granite,field_scrambled,baseline,11,12,1,1,0.008009259259259272,0.02058587603627954,6
granite,field_scrambled,baseline,11,13,1,1,-0.07925925925925927,0.1322748105816194,6
granite,field_scrambled,baseline,11,14,1,1,-0.0700810185185185,0.17098322476030844,6
granite,field_scrambled,baseline,11,15,1,1,0.023136574074074073,0.06379223390213169,6
granite,field_scrambled,baseline,12,0,1,0,0.038067129629629624,0.08871913496362223,6
granite,field_scrambled,baseline,12,1,1,0,0.058842592592592606,0.1515217731437483,6
granite,field_scrambled,baseline,12,2,1,0,0.00405092592592593,0.26489880458735693,6
granite,field_scrambled,baseline,12,3,1,0,-0.008229166666666657,0.012777305999744656,6
granite,field_scrambled,baseline,12,4,1,0,0.06831018518518515,0.13382480072503247,6
granite,field_scrambled,baseline,12,5,1,0,-0.01348379629629629,0.06118805788070031,6
granite,field_scrambled,baseline,12,6,1,0,-0.04702546296296297,0.07688435801552128,6
granite,field_scrambled,baseline,12,7,1,0,0.06098379629629629,0.1635571643793219,6
granite,field_scrambled,baseline,12,8,1,1,0.07041666666666668,0.09532747934305845,6
granite,field_scrambled,baseline,12,9,1,1,-0.07509259259259261,0.16311287362492596,6
granite,field_scrambled,baseline,12,10,1,1,0.034004629629629635,0.08329399148491873,6
granite,field_scrambled,baseline,12,11,1,1,0.008009259259259272,0.02058587603627954,6
granite,field_scrambled,baseline,12,12,1,1,0.2904861111111111,0.27373710438085447,6
granite,field_scrambled,baseline,12,13,1,1,-0.02416666666666667,0.3397169414507348,6
granite,field_scrambled,baseline,12,14,1,1,-0.013888888888888867,0.13087183910836184,6
granite,field_scrambled,baseline,12,15,1,1,0.01702546296296296,0.07777996545369104,6
granite,field_scrambled,baseline,13,0,1,0,0.003703703703703714,0.2802288893969979,6
granite,field_scrambled,baseline,13,1,1,0,-0.0924074074074074,0.3467595435888663,6
granite,field_scrambled,baseline,13,2,1,0,-0.2676851851851852,0.32462331763739566,6
granite,field_scrambled,baseline,13,3,1,0,-0.049999999999999996,0.1129601699715435,6
granite,field_scrambled,baseline,13,4,1,0,-0.14230324074074074,0.28802998793858825,6
granite,field_scrambled,baseline,13,5,1,0,-0.005069444444444446,0.11109582360109196,6
granite,field_scrambled,baseline,13,6,1,0,0.03106481481481482,0.12440589267268348,6
granite,field_scrambled,baseline,13,7,1,0,-0.22167824074074072,0.2759486178487655,6
granite,field_scrambled,baseline,13,8,1,1,-0.06710648148148148,0.27278021633706706,6
granite,field_scrambled,baseline,13,9,1,1,-0.03923611111111111,0.18062062395912246,6
granite,field_scrambled,baseline,13,10,1,1,-0.04888888888888889,0.11975283186939982,6
granite,field_scrambled,baseline,13,11,1,1,-0.07925925925925927,0.1322748105816194,6
granite,field_scrambled,baseline,13,12,1,1,-0.02416666666666667,0.3397169414507348,6
granite,field_scrambled,baseline,13,13,1,1,0.6817939814814814,0.3679026894724189,6
granite,field_scrambled,baseline,13,14,1,1,-0.13166666666666668,0.3685981116354702,6
granite,field_scrambled,baseline,13,15,1,1,-0.040601851851851854,0.10948957990144947,6
granite,field_scrambled,baseline,14,0,1,0,-0.09655092592592592,0.22279596795830348,6
granite,field_scrambled,baseline,14,1,1,0,0.07118055555555555,0.1399058256338752,6
granite,field_scrambled,baseline,14,2,1,0,0.08576388888888888,0.21007776613452947,6
granite,field_scrambled,baseline,14,3,1,0,-0.15329861111111112,0.3673988999415223,6
granite,field_scrambled,baseline,14,4,1,0,0.001620370370370346,0.003969080601731942,6
granite,field_scrambled,baseline,14,5,1,0,-0.09347222222222222,0.21208237829953056,6
granite,field_scrambled,baseline,14,6,1,0,-0.04097222222222222,0.06427269978981438,6
granite,field_scrambled,baseline,14,7,1,0,-0.16533564814814816,0.35793140792484773,6
granite,field_scrambled,baseline,14,8,1,1,0.03751157407407407,0.18352121274113622,6
granite,field_scrambled,baseline,14,9,1,1,-0.05226851851851852,0.2662641879756906,6
granite,field_scrambled,baseline,14,10,1,1,-0.03865740740740742,0.18311680535464842,6
granite,field_scrambled,baseline,14,11,1,1,-0.0700810185185185,0.17098322476030844,6
granite,field_scrambled,baseline,14,12,1,1,-0.013888888888888867,0.13087183910836184,6
granite,field_scrambled,baseline,14,13,1,1,-0.13166666666666668,0.3685981116354702,6
granite,field_scrambled,baseline,14,14,1,1,0.49128472222222225,0.4848880601179074,6
granite,field_scrambled,baseline,14,15,1,1,0.08471064814814815,0.26704904737704965,6
granite,field_scrambled,baseline,15,0,1,0,-0.00836805555555556,0.0920537675637732,6
granite,field_scrambled,baseline,15,1,1,0,0.0574189814814815,0.20557728121236724,6
granite,field_scrambled,baseline,15,2,1,0,0.1035300925925926,0.1738540545550682,6
granite,field_scrambled,baseline,15,3,1,0,0.0601736111111111,0.13248810328317812,6
granite,field_scrambled,baseline,15,4,1,0,-0.010833333333333334,0.08434501639174337,6
granite,field_scrambled,baseline,15,5,1,0,-0.10715277777777776,0.14731311397626048,6
granite,field_scrambled,baseline,15,6,1,0,-0.18297453703703703,0.2298215827738844,6
granite,field_scrambled,baseline,15,7,1,0,-0.0066435185185184835,0.35820865258394896,6
granite,field_scrambled,baseline,15,8,1,1,-0.02883101851851851,0.06850181657987472,6
granite,field_scrambled,baseline,15,9,1,1,0.036863425925925904,0.12851166374043793,6
granite,field_scrambled,baseline,15,10,1,1,0.04459490740740741,0.0692852121204082,6
granite,field_scrambled,baseline,15,11,1,1,0.023136574074074073,0.06379223390213169,6
granite,field_scrambled,baseline,15,12,1,1,0.01702546296296296,0.07777996545369104,6
granite,field_scrambled,baseline,15,13,1,1,-0.040601851851851854,0.10948957990144947,6
granite,field_scrambled,baseline,15,14,1,1,0.08471064814814815,0.26704904737704965,6
granite,field_scrambled,baseline,15,15,1,1,0.5339814814814815,0.3249133926229593,6
granite,field_scrambled,disruption,0,0,0,0,0.5932407407407407,0.2761573453168103,6
granite,field_scrambled,disruption,0,1,0,0,-0.07765046296296298,0.09859843831584274,6
granite,field_scrambled,disruption,0,2,0,0,-0.04924768518518518,0.15314611165038333,6
granite,field_scrambled,disruption,0,3,0,0,-0.06611111111111113,0.11271720287548867,6
granite,field_scrambled,disruption,0,4,0,0,-0.019212962962962977,0.15398845221521598,6
granite,field_scrambled,disruption,0,5,0,0,0.07684027777777779,0.19312198472415384,6
granite,field_scrambled,disruption,0,6,0,0,-0.04893518518518519,0.12606303894914897,6
granite,field_scrambled,disruption,0,7,0,0,0.022951388888888886,0.19077029602353557,6
granite,field_scrambled,disruption,0,8,0,1,0.0403125,0.10852457079057154,6
granite,field_scrambled,disruption,0,9,0,1,-0.10834490740740742,0.3489764973621613,6
granite,field_scrambled,disruption,0,10,0,1,-0.00799768518518521,0.10089741437021388,6
granite,field_scrambled,disruption,0,11,0,1,-0.11375,0.12044902967645692,6
granite,field_scrambled,disruption,0,12,0,1,0.016006944444444466,0.2071004527073132,6
granite,field_scrambled,disruption,0,13,0,1,0.02950231481481484,0.19487428885842312,6
granite,field_scrambled,disruption,0,14,0,1,-0.038993055555555566,0.20762106830811083,6
granite,field_scrambled,disruption,0,15,0,1,0.05697916666666666,0.09233127912125265,6
granite,field_scrambled,disruption,1,0,0,0,-0.07765046296296298,0.09859843831584274,6
granite,field_scrambled,disruption,1,1,0,0,0.2918287037037037,0.355439739890485,6
granite,field_scrambled,disruption,1,2,0,0,0.10509259259259258,0.18845429818697165,6
granite,field_scrambled,disruption,1,3,0,0,-0.002256944444444464,0.005528362266698193,6
granite,field_scrambled,disruption,1,4,0,0,-0.0453587962962963,0.09724395011834588,6
granite,field_scrambled,disruption,1,5,0,0,0.0031250000000000075,0.016914306075036016,6
granite,field_scrambled,disruption,1,6,0,0,0.09427083333333335,0.16375422757477473,6
granite,field_scrambled,disruption,1,7,0,0,-0.1039236111111111,0.25455981944965456,6
granite,field_scrambled,disruption,1,8,0,1,0.03309027777777776,0.1457516686026714,6
granite,field_scrambled,disruption,1,9,0,1,-0.01545138888888888,0.03623956187521322,6
granite,field_scrambled,disruption,1,10,0,1,0.009467592592592574,0.03645987210156605,6
granite,field_scrambled,disruption,1,11,0,1,0.04357638888888887,0.130375154246917,6
granite,field_scrambled,disruption,1,12,0,1,0.011701388888888886,0.08425824397790843,6
granite,field_scrambled,disruption,1,13,0,1,-0.04017361111111111,0.08369446922133351,6
granite,field_scrambled,disruption,1,14,0,1,0.061504629629629624,0.14466090662780523,6
granite,field_scrambled,disruption,1,15,0,1,0.0,0.0,6
granite,field_scrambled,disruption,2,0,0,0,-0.04924768518518518,0.15314611165038333,6
granite,field_scrambled,disruption,2,1,0,0,0.10509259259259258,0.18845429818697165,6
granite,field_scrambled,disruption,2,2,0,0,0.30746527777777777,0.34700894769456964,6
granite,field_scrambled,disruption,2,3,0,0,-0.039814814814814824,0.10823438916985302,6
granite,field_scrambled,disruption,2,4,0,0,-0.08876157407407408,0.1563191230848828,6
granite,field_scrambled,disruption,2,5,0,0,-0.03511574074074074,0.05777580236117336,6
granite,field_scrambled,disruption,2,6,0,0,0.014328703703703705,0.1249430940427329,6
granite,field_scrambled,disruption,2,7,0,0,-0.06873842592592594,0.14737086584549688,6
granite,field_scrambled,disruption,2,8,0,1,-0.08908564814814814,0.2182143813680801,6
granite,field_scrambled,disruption,2,9,0,1,-0.06836805555555557,0.16746685081736384,6
granite,field_scrambled,disruption,2,10,0,1,-0.022129629629629638,0.044754036015893964,6
granite,field_scrambled,disruption,2,11,0,1,0.08032407407407406,0.16937524581246496,6
granite,field_scrambled,disruption,2,12,0,1,0.017002314814814817,0.05988447624479293,6
granite,field_scrambled,disruption,2,13,0,1,-0.10663194444444445,0.23992043012080452,6
granite,field_scrambled,disruption,2,14,0,1,-0.0046527777777777835,0.04091504956448423,6
granite,field_scrambled,disruption,2,15,0,1,0.0,0.0,6
granite,field_scrambled,disruption,3,0,0,0,-0.06611111111111113,0.11271720287548867,6
granite,field_scrambled,disruption,3,1,0,0,-0.002256944444444464,0.005528362266698193,6
granite,field_scrambled,disruption,3,2,0,0,-0.039814814814814824,0.10823438916985302,6
granite,field_scrambled,disruption,3,3,0,0,0.33412037037037035,0.39488963693680584,6
granite,field_scrambled,disruption,3,4,0,0,-0.07246527777777778,0.1756384613816471,6
granite,field_scrambled,disruption,3,5,0,0,-0.051481481481481496,0.20155779155983367,6
granite,field_scrambled,disruption,3,6,0,0,-0.02096064814814814,0.14618312162347027,6
granite,field_scrambled,disruption,3,7,0,0,-0.004791666666666676,0.20721827055362316,6
granite,field_scrambled,disruption,3,8,0,1,-0.029270833333333385,0.05778970813659078,6
granite,field_scrambled,disruption,3,9,0,1,-0.0326851851851852,0.04644295058956764,6
granite,field_scrambled,disruption,3,10,0,1,0.04924768518518515,0.1451823128598501,6
granite,field_scrambled,disruption,3,11,0,1,-0.02810185185185185,0.2046339496988258,6
granite,field_scrambled,disruption,3,12,0,1,-0.05285879629629628,0.12269234408707949,6
granite,field_scrambled,disruption,3,13,0,1,-0.00416666666666667,0.010206207261596585,6
granite,field_scrambled,disruption,3,14,0,1,-0.031516203703703706,0.0857174966368073,6
granite,field_scrambled,disruption,3,15,0,1,-0.07119212962962965,0.1300838880622223,6
granite,field_scrambled,disruption,4,0,0,0,-0.019212962962962977,0.15398845221521598,6
granite,field_scrambled,disruption,4,1,0,0,-0.0453587962962963,0.09724395011834588,6
granite,field_scrambled,disruption,4,2,0,0,-0.08876157407407408,0.1563191230848828,6
granite,field_scrambled,disruption,4,3,0,0,-0.07246527777777778,0.1756384613816471,6
granite,field_scrambled,disruption,4,4,0,0,0.3168402777777778,0.43630354421750833,6
granite,field_scrambled,disruption,4,5,0,0,0.08108796296296296,0.1566018487039336,6
granite,field_scrambled,disruption,4,6,0,0,0.10987268518518518,0.14429519811420227,6
granite,field_scrambled,disruption,4,7,0,0,0.12293981481481481,0.2331273961692409,6
granite,field_scrambled,disruption,4,8,0,1,0.0250810185185185,0.061435697599666,6
granite,field_scrambled,disruption,4,9,0,1,0.00690972222222221,0.016925293708814293,6
granite,field_scrambled,disruption,4,10,0,1,0.03276620370370369,0.05814172261546276,6
granite,field_scrambled,disruption,4,11,0,1,-0.015439814814814809,0.03311495790791222,6
granite,field_scrambled,disruption,4,12,0,1,-0.02200231481481481,0.034624373703684916,6
granite,field_scrambled,disruption,4,13,0,1,0.040486111111111105,0.06287135049418742,6
granite,field_scrambled,disruption,4,14,0,1,0.022500000000000006,0.08995026060393627,6
granite,field_scrambled,disruption,4,15,0,1,0.0,0.0,6
granite,field_scrambled,disruption,5,0,0,0,0.07684027777777779,0.19312198472415384,6
granite,field_scrambled,disruption,5,1,0,0,0.0031250000000000075,0.016914306075036016,6
granite,field_scrambled,disruption,5,2,0,0,-0.03511574074074074,0.05777580236117336,6
granite,field_scrambled,disruption,5,3,0,0,-0.051481481481481496,0.20155779155983367,6
granite,field_scrambled,disruption,5,4,0,0,0.08108796296296296,0.1566018487039336,6
granite,field_scrambled,disruption,5,5,0,0,0.2937152777777778,0.25631110664815854,6
granite,field_scrambled,disruption,5,6,0,0,0.08333333333333333,0.06976242477504509,6
granite,field_scrambled,disruption,5,7,0,0,0.08023148148148147,0.1306699754714599,6
granite,field_scrambled,disruption,5,8,0,1,0.03431712962962961,0.04677866472558011,6
granite,field_scrambled,disruption,5,9,0,1,-0.022280092592592598,0.030876859189120462,6
granite,field_scrambled,disruption,5,10,0,1,0.04335648148148147,0.08552383370550717,6
granite,field_scrambled,disruption,5,11,0,1,0.011238425925925949,0.1618002050657251,6
granite,field_scrambled,disruption,5,12,0,1,-0.011747685185185175,0.12098550775901122,6
granite,field_scrambled,disruption,5,13,0,1,0.012152777777777762,0.02836323993533937,6
granite,field_scrambled,disruption,5,14,0,1,-0.06151620370370368,0.0973602236513154,6
granite,field_scrambled,disruption,5,15,0,1,-0.04214120370370369,0.07425440109200877,6
granite,field_scrambled,disruption,6,0,0,0,-0.04893518518518519,0.12606303894914897,6
granite,field_scrambled,disruption,6,1,0,0,0.09427083333333335,0.16375422757477473,6
granite,field_scrambled,disruption,6,2,0,0,0.014328703703703705,0.1249430940427329,6
granite,field_scrambled,disruption,6,3,0,0,-0.02096064814814814,0.14618312162347027,6
granite,field_scrambled,disruption,6,4,0,0,0.10987268518518518,0.14429519811420227,6
granite,field_scrambled,disruption,6,5,0,0,0.08333333333333333,0.06976242477504509,6
granite,field_scrambled,disruption,6,6,0,0,0.42138888888888887,0.3516379497227015,6
granite,field_scrambled,disruption,6,7,0,0,-0.03124999999999999,0.2081720116148016,6
granite,field_scrambled,disruption,6,8,0,1,0.07267361111111112,0.11573612652839345,6
granite,field_scrambled,disruption,6,9,0,1,0.013171296296296292,0.04706703804106272,6
granite,field_scrambled,disruption,6,10,0,1,0.0561574074074074,0.07596881551709199,6
granite,field_scrambled,disruption,6,11,0,1,-0.019201388888888903,0.10117799365703475,6
granite,field_scrambled,disruption,6,12,0,1,-0.08435185185185183,0.12507526797678675,6
granite,field_scrambled,disruption,6,13,0,1,0.04162037037037037,0.06849330116534572,6
granite,field_scrambled,disruption,6,14,0,1,0.039293981481481464,0.14246025285412528,6
granite,field_scrambled,disruption,6,15,0,1,-0.025717592592592597,0.06299497926463221,6
granite,field_scrambled,disruption,7,0,0,0,0.022951388888888886,0.19077029602353557,6
granite,field_scrambled,disruption,7,1,0,0,-0.1039236111111111,0.25455981944965456,6
granite,field_scrambled,disruption,7,2,0,0,-0.06873842592592594,0.14737086584549688,6
granite,field_scrambled,disruption,7,3,0,0,-0.004791666666666676,0.20721827055362316,6
granite,field_scrambled,disruption,7,4,0,0,0.12293981481481481,0.2331273961692409,6
granite,field_scrambled,disruption,7,5,0,0,0.08023148148148147,0.1306699754714599,6
granite,field_scrambled,disruption,7,6,0,0,-0.03124999999999999,0.2081720116148016,6
granite,field_scrambled,disruption,7,7,0,0,0.36966435185185187,0.42931655602720914,6
granite,field_scrambled,disruption,7,8,0,1,-0.004583333333333328,0.01122682798775622,6
granite,field_scrambled,disruption,7,9,0,1,0.007731481481481482,0.01893818458540698,6
granite,field_scrambled,disruption,7,10,0,1,0.046747685185185184,0.14577512341351073,6
granite,field_scrambled,disruption,7,11,0,1,0.10684027777777777,0.22964103995975169,6
granite,field_scrambled,disruption,7,12,0,1,-0.09300925925925928,0.20669148720925512,6
granite,field_scrambled,disruption,7,13,0,1,-0.021354166666666664,0.05230681221568245,6
granite,field_scrambled,disruption,7,14,0,1,-0.10270833333333333,0.168163228821814,6
granite,field_scrambled,disruption,7,15,0,1,-0.08620370370370371,0.2111550880121425,6
granite,field_scrambled,disruption,8,0,1,0,0.0403125,0.10852457079057154,6
granite,field_scrambled,disruption,8,1,1,0,0.03309027777777776,0.1457516686026714,6
granite,field_scrambled,disruption,8,2,1,0,-0.08908564814814814,0.2182143813680801,6
granite,field_scrambled,disruption,8,3,1,0,-0.029270833333333385,0.05778970813659078,6
granite,field_scrambled,disruption,8,4,1,0,0.0250810185185185,0.061435697599666,6
granite,field_scrambled,disruption,8,5,1,0,0.03431712962962961,0.04677866472558011,6
granite,field_scrambled,disruption,8,6,1,0,0.07267361111111112,0.11573612652839345,6
granite,field_scrambled,disruption,8,7,1,0,-0.004583333333333328,0.01122682798775622,6
granite,field_scrambled,disruption,8,8,1,1,0.2836574074074074,0.2858459419347704,6
granite,field_scrambled,disruption,8,9,1,1,0.10673611111111113,0.2109772510555651,6
granite,field_scrambled,disruption,8,10,1,1,0.009409722222222213,0.05912343148416674,6
granite,field_scrambled,disruption,8,11,1,1,0.020937499999999984,0.09971059346852611,6
granite,field_scrambled,disruption,8,12,1,1,-0.021944444444444444,0.10462844865770743,6
granite,field_scrambled,disruption,8,13,1,1,0.08868055555555555,0.20268654245099926,6
granite,field_scrambled,disruption,8,14,1,1,0.09371527777777779,0.14696565530332104,6
granite,field_scrambled,disruption,8,15,1,1,-0.0158912037037037,0.05144517219357664,6
granite,field_scrambled,disruption,9,0,1,0,-0.10834490740740742,0.3489764973621613,6
granite,field_scrambled,disruption,9,1,1,0,-0.01545138888888888,0.03623956187521322,6
granite,field_scrambled,disruption,9,2,1,0,-0.06836805555555557,0.16746685081736384,6
granite,field_scrambled,disruption,9,3,1,0,-0.0326851851851852,0.04644295058956764,6
granite,field_scrambled,disruption,9,4,1,0,0.00690972222222221,0.016925293708814293,6
granite,field_scrambled,disruption,9,5,1,0,-0.022280092592592598,0.030876859189120462,6
granite,field_scrambled,disruption,9,6,1,0,0.013171296296296292,0.04706703804106272,6
granite,field_scrambled,disruption,9,7,1,0,0.007731481481481482,0.01893818458540698,6
granite,field_scrambled,disruption,9,8,1,1,0.10673611111111113,0.2109772510555651,6
granite,field_scrambled,disruption,9,9,1,1,0.3180324074074074,0.3843280388020955,6
granite,field_scrambled,disruption,9,10,1,1,-0.016689814814814814,0.03499963256714834,6
granite,field_scrambled,disruption,9,11,1,1,0.0043750000000000065,0.03293802049978785,6
granite,field_scrambled,disruption,9,12,1,1,-0.026215277777777782,0.08044283001276722,6
granite,field_scrambled,disruption,9,13,1,1,0.0641203703703704,0.15719831155702216,6
granite,field_scrambled,disruption,9,14,1,1,0.02075231481481483,0.13449310713000698,6
granite,field_scrambled,disruption,9,15,1,1,-0.013148148148148154,0.029377763419618844,6
granite,field_scrambled,disruption,10,0,1,0,-0.00799768518518521,0.10089741437021388,6
granite,field_scrambled,disruption,10,1,1,0,0.009467592592592574,0.03645987210156605,6
granite,field_scrambled,disruption,10,2,1,0,-0.022129629629629638,0.044754036015893964,6
granite,field_scrambled,disruption,10,3,1,0,0.04924768518518515,0.1451823128598501,6
granite,field_scrambled,disruption,10,4,1,0,0.03276620370370369,0.05814172261546276,6
granite,field_scrambled,disruption,10,5,1,0,0.04335648148148147,0.08552383370550717,6
granite,field_scrambled,disruption,10,6,1,0,0.0561574074074074,0.07596881551709199,6
granite,field_scrambled,disruption,10,7,1,0,0.046747685185185184,0.14577512341351073,6
granite,field_scrambled,disruption,10,8,1,1,0.009409722222222213,0.05912343148416674,6
granite,field_scrambled,disruption,10,9,1,1,-0.016689814814814814,0.03499963256714834,6
granite,field_scrambled,disruption,10,10,1,1,0.14421296296296296,0.1436287912678721,6
granite,field_scrambled,disruption,10,11,1,1,0.039861111111111104,0.15252138207720498,6
granite,field_scrambled,disruption,10,12,1,1,-0.09538194444444444,0.1281898830746217,6
granite,field_scrambled,disruption,10,13,1,1,0.016284722222222204,0.043559190386526093,6
granite,field_scrambled,disruption,10,14,1,1,-0.06957175925925925,0.08832233090837491,6
granite,field_scrambled,disruption,10,15,1,1,-0.022858796296296318,0.18190738817226856,6
granite,field_scrambled,disruption,11,0,1,0,-0.11375,0.12044902967645692,6
granite,field_scrambled,disruption,11,1,1,0,0.04357638888888887,0.130375154246917,6
granite,field_scrambled,disruption,11,2,1,0,0.08032407407407406,0.16937524581246496,6
granite,field_scrambled,disruption,11,3,1,0,-0.02810185185185185,0.2046339496988258,6
granite,field_scrambled,disruption,11,4,1,0,-0.015439814814814809,0.03311495790791222,6
granite,field_scrambled,disruption,11,5,1,0,0.011238425925925949,0.1618002050657251,6
granite,field_scrambled,disruption,11,6,1,0,-0.019201388888888903,0.10117799365703475,6
granite,field_scrambled,disruption,11,7,1,0,0.10684027777777777,0.22964103995975169,6
granite,field_scrambled,disruption,11,8,1,1,0.020937499999999984,0.09971059346852611,6
granite,field_scrambled,disruption,11,9,1,1,0.0043750000000000065,0.03293802049978785,6
granite,field_scrambled,disruption,11,10,1,1,0.039861111111111104,0.15252138207720498,6
granite,field_scrambled,disruption,11,11,1,1,0.4632060185185185,0.3655659177669159,6
granite,field_scrambled,disruption,11,12,1,1,-0.028124999999999994,0.25145917909275056,6
granite,field_scrambled,disruption,11,13,1,1,-0.019895833333333335,0.04430084766871472,6
granite,field_scrambled,disruption,11,14,1,1,-0.013657407407407405,0.21607070221089547,6
granite,field_scrambled,disruption,11,15,1,1,-0.12070601851851852,0.21273648069227666,6
granite,field_scrambled,disruption,12,0,1,0,0.016006944444444466,0.2071004527073132,6
granite,field_scrambled,disruption,12,1,1,0,0.011701388888888886,0.08425824397790843,6
granite,field_scrambled,disruption,12,2,1,0,0.017002314814814817,0.05988447624479293,6
granite,field_scrambled,disruption,12,3,1,0,-0.05285879629629628,0.12269234408707949,6
granite,field_scrambled,disruption,12,4,1,0,-0.02200231481481481,0.034624373703684916,6
granite,field_scrambled,disruption,12,5,1,0,-0.011747685185185175,0.12098550775901122,6
granite,field_scrambled,disruption,12,6,1,0,-0.08435185185185183,0.12507526797678675,6
granite,field_scrambled,disruption,12,7,1,0,-0.09300925925925928,0.20669148720925512,6
granite,field_scrambled,disruption,12,8,1,1,-0.021944444444444444,0.10462844865770743,6
granite,field_scrambled,disruption,12,9,1,1,-0.026215277777777782,0.08044283001276722,6
granite,field_scrambled,disruption,12,10,1,1,-0.09538194444444444,0.1281898830746217,6
granite,field_scrambled,disruption,12,11,1,1,-0.028124999999999994,0.25145917909275056,6
granite,field_scrambled,disruption,12,12,1,1,0.5318287037037037,0.37752894344389026,6
granite,field_scrambled,disruption,12,13,1,1,0.013402777777777776,0.03684465952054904,6
granite,field_scrambled,disruption,12,14,1,1,0.06715277777777778,0.14054220813875995,6
granite,field_scrambled,disruption,12,15,1,1,0.0027083333333333217,0.2752818946603241,6
granite,field_scrambled,disruption,13,0,1,0,0.02950231481481484,0.19487428885842312,6
