application,scenario_name,method,n,primary_outcome_mean,primary_outcome_ci95_low,primary_outcome_ci95_high,fulfillment_rate_mean,fulfillment_rate_ci95_low,fulfillment_rate_ci95_high,fairness_mean,fairness_ci95_low,fairness_ci95_high,messages_mean,messages_ci95_low,messages_ci95_high,monitor_sketch_messages_mean,monitor_sketch_messages_ci95_low,monitor_sketch_messages_ci95_high,total_communication_messages_mean,total_communication_messages_ci95_low,total_communication_messages_ci95_high,total_communication_bytes_mean,total_communication_bytes_ci95_low,total_communication_bytes_ci95_high,generated_tokens_mean,generated_tokens_ci95_low,generated_tokens_ci95_high,wall_clock_seconds_mean,wall_clock_seconds_ci95_low,wall_clock_seconds_ci95_high
humanitarian,factor_private_aligned,centralized_llm,8,5634.2433526256755,5318.011384524425,5947.341766342384,0.04194997295764447,0.038252962967977484,0.04534473893920099,0.915288053734468,0.8445162830906954,0.9603961382304684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,439.0,439.0,8.706859577912837,8.689647811930627,8.723556848883163
humanitarian,factor_private_aligned,centralized_lookahead,8,34.86108132792419,22.764736588938785,48.75573801959306,0.997198311789673,0.9943491387622544,0.9990853028210736,0.9999525585637784,0.9998673385750201,0.9999971633212614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046732422430068254,0.04603529073065147,0.04748285044915974
humanitarian,factor_private_aligned,learned_no_entropy,8,5605.317562625675,5284.209768677635,5923.303305612897,0.05092315650248905,0.042866431251251697,0.059302113435571194,0.8451396339342379,0.7541716266305905,0.9353036367650289,181.625,165.371875,198.25,0.0,0.0,0.0,181.625,165.371875,198.25,34442.125,33601.36875,35260.68125,8894.875,8615.25,9165.253125,129.73885326366872,127.30503716273233,132.12440778643358
humanitarian,factor_private_aligned,scripted_independent,8,5258.778660125676,4896.050962544043,5671.235026226967,0.11488275081330554,0.07576555979877125,0.15264653850554966,0.7028978506380512,0.5995300492973598,0.8044406348923833,46.25,41.375,51.75,0.0,0.0,0.0,46.25,41.375,51.75,13676.375,12467.978125,15100.875,0.0,0.0,0.0,0.05983054917305708,0.05855898266891017,0.06126792575232685
humanitarian,factor_private_aligned,thermoagent,8,5563.271565125675,5252.875426669034,5863.615507265794,0.06005975077932807,0.052182653324943394,0.072253137592625,0.8824577960091908,0.816002868373257,0.940469465032605,175.5,156.625,193.625,4588.0,4579.5,4596.25,4763.5,4739.875,4783.75,1775503.875,1771181.28125,1779408.490625,9731.0,9175.4375,10314.7625,143.70859475573525,134.97215176053578,152.687064752914
humanitarian,factor_private_mixed,autonomous_fixed_comm,8,5594.730821375675,5279.977035829692,5915.873820540337,0.04704936366519676,0.04110849043393746,0.0525888596911709,0.8902263418565904,0.8239890754694723,0.9432714557315927,37.75,36.125,39.125,0.0,0.0,0.0,37.75,36.125,39.125,5336.25,5230.365625,5457.378125,3284.0,3147.746875,3438.25,39.59040502598509,36.84024922429817,42.47480364321964
humanitarian,factor_private_mixed,autonomous_no_comm,8,5531.521477625675,5185.5536942354265,5868.492064290336,0.06031910231100729,0.048487572199444405,0.07128444607587786,0.7722604826327606,0.6796452858586984,0.8653376324252775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2527.125,2464.996875,2587.88125,29.089197444263846,27.76898613306694,30.21871819673106
humanitarian,factor_private_mixed,centralized_llm,8,5634.2433526256755,5318.011384524425,5947.341766342384,0.04194997295764447,0.038252962967977484,0.04534473893920099,0.915288053734468,0.8445162830906954,0.9603961382304684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,439.0,439.0,8.148780452087522,8.142097733914852,8.155197723885067
humanitarian,factor_private_mixed,centralized_lookahead,8,34.86108132792419,22.764736588938785,48.75573801959306,0.997198311789673,0.9943491387622544,0.9990853028210736,0.9999525585637784,0.9998673385750201,0.9999971633212614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04389715846627951,0.04367060479708016,0.04416427076794207
humanitarian,factor_private_mixed,learned_no_entropy,8,5615.736315125676,5300.301204352254,5934.595791083171,0.04406909617621315,0.03848229666673643,0.05045073606545014,0.9114030810366345,0.840403170531275,0.9589914647780828,156.5,139.625,173.12812499999995,0.0,0.0,0.0,156.5,139.625,173.12812499999995,32731.375,31115.2375,34215.0125,8326.5,7681.5,8852.875,126.04437359189615,115.48880340484902,135.1051159930881
humanitarian,factor_private_mixed,scripted_independent,8,5360.290852625676,4962.114631479506,5783.316240327845,0.0980165268840418,0.060028271179994964,0.14001691937629598,0.760001403951246,0.6283338998413435,0.8782407291823342,54.125,47.496875,60.625,0.0,0.0,0.0,54.125,47.496875,60.625,16227.125,14380.715625,17826.0,0.0,0.0,0.0,0.07102885423228145,0.055739913950674236,0.10077603126410395
humanitarian,factor_private_mixed,thermoagent,8,5547.075018875676,5214.282803486053,5883.0228479190355,0.0628135150191013,0.050349927274094514,0.07474744562654576,0.8321089984652998,0.7360454722679954,0.9181073120523018,185.5,170.621875,201.25,4588.0,4579.5,4596.25,4773.5,4755.5,4792.375,1777858.375,1774433.875,1781085.671875,10071.5,9588.228125,10595.88125,149.88875094195828,142.5307937449892,158.48717672377825
humanitarian,factor_shared_aligned,autonomous_fixed_comm,8,5254.2808838756755,4899.262714436061,5539.098706540489,0.08999880530997897,0.0713026533462367,0.11268928607490757,0.7301209165762297,0.6430816037995138,0.8162037942249172,33.875,31.5,37.0,0.0,0.0,0.0,33.875,31.5,37.0,5483.0,5233.25,5623.5,3290.5,3109.871875,3491.015625,43.65431508002803,39.91688579367474,48.54736354119377
humanitarian,factor_shared_aligned,autonomous_no_comm,8,4840.770242481742,4391.676120198367,5248.017630676843,0.1509410836324659,0.12416051671303888,0.18126865240673778,0.5674853952747625,0.5103563866515343,0.6233730759126597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3135.625,3009.375,3331.63125,45.5923811160028,42.702027573110534,50.30454945754027
humanitarian,factor_shared_aligned,centralized_llm,8,4812.0558526256755,4513.380334548851,5104.4432172609395,0.20079720902786932,0.1809705767492895,0.22193384840733826,0.8381241389014285,0.7776327307040185,0.896588291708707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,1236.125,1261.375,22.39790908107534,22.06433339463547,22.778348885616285
humanitarian,factor_shared_aligned,centralized_lookahead,8,34.86108132792419,22.764736588938785,48.75573801959306,0.997198311789673,0.9943491387622544,0.9990853028210736,0.9999525585637784,0.9998673385750201,0.9999971633212614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049366171937435865,0.046960219833999874,0.052258826326578856
humanitarian,factor_shared_aligned,learned_no_entropy,8,5634.2433526256755,5318.011384524425,5947.341766342384,0.04194997295764447,0.038252962967977484,0.04534473893920099,0.915288053734468,0.8445162830906954,0.9603961382304684,108.5,100.0,116.75,0.0,0.0,0.0,108.5,100.0,116.75,27075.75,26097.625,28114.76875,8345.625,7906.2125,8965.003125,137.46772006014362,127.8604473143816,148.3634448806406
humanitarian,factor_shared_aligned,scripted_independent,8,5258.778660125676,4896.050962544043,5671.235026226967,0.11488275081330554,0.07576555979877125,0.15264653850554966,0.7028978506380512,0.5995300492973598,0.8044406348923833,46.25,41.375,51.75,0.0,0.0,0.0,46.25,41.375,51.75,13676.375,12467.978125,15100.875,0.0,0.0,0.0,0.0632737916894257,0.06136069691274315,0.06528807816794142
humanitarian,factor_shared_aligned,thermoagent,8,5452.465833875675,5143.184185725694,5773.756515966449,0.08531508053644196,0.05829047791084002,0.1197129501994351,0.7156544210151228,0.5989764579317177,0.8355543235202365,168.125,148.0,190.625,4588.0,4579.5,4596.25,4756.125,4736.625,4777.253125,1775680.75,1772680.803125,1778522.0,9983.25,9178.746875,10685.03125,169.49214451014996,156.15559639056445,180.72474920930108
humanitarian,factor_shared_mixed,autonomous_fixed_comm,8,5367.704040125675,4935.792796297578,5725.400592226096,0.07514681320517766,0.05491014600828932,0.10050889093514515,0.8163661619119323,0.7335704739953396,0.8852809654134358,34.875,33.0,37.125,0.0,0.0,0.0,34.875,33.0,37.125,5417.375,5212.125,5563.628125,3327.5,3154.365625,3531.125,47.32373106991872,43.225194537546486,51.955561018083245
humanitarian,factor_shared_mixed,autonomous_no_comm,8,4918.460377625675,4368.8361803406615,5405.391317564764,0.1479961702176371,0.10696857630418825,0.19508077835218254,0.6156416718672558,0.5217745267766984,0.7086952712257014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429.375,3139.228125,3856.88125,51.306334210094064,46.727840221486986,57.28785767033696
humanitarian,factor_shared_mixed,centralized_llm,8,4812.0558526256755,4513.380334548851,5104.4432172609395,0.20079720902786932,0.1809705767492895,0.22193384840733826,0.8381241389014285,0.7776327307040185,0.896588291708707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,1236.125,1261.375,22.394420404918492,22.060061994253193,22.779706507117954
humanitarian,factor_shared_mixed,centralized_lookahead,8,34.86108132792419,22.764736588938785,48.75573801959306,0.997198311789673,0.9943491387622544,0.9990853028210736,0.9999525585637784,0.9998673385750201,0.9999971633212614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047335779294371605,0.046536970580928025,0.048144855489954355
humanitarian,factor_shared_mixed,learned_no_entropy,8,5621.1183526256755,5301.287568864378,5939.993262143455,0.04501601017364427,0.03833735466046268,0.05419133875221884,0.9005025813446913,0.8298496145376075,0.953416661370962,101.25,87.625,113.125,0.0,0.0,0.0,101.25,87.625,113.125,25369.125,23017.490625,27352.640624999996,9083.0,8403.46875,9677.25,156.77138686412945,148.03481637707446,164.1417540255934
humanitarian,factor_shared_mixed,scripted_independent,8,5360.290852625676,4962.114631479506,5783.316240327845,0.0980165268840418,0.060028271179994964,0.14001691937629598,0.760001403951246,0.6283338998413435,0.8782407291823342,54.125,47.496875,60.625,0.0,0.0,0.0,54.125,47.496875,60.625,16227.125,14380.715625,17826.0,0.0,0.0,0.0,0.06598453503102064,0.06381807210855187,0.06812887010164559
humanitarian,factor_shared_mixed,thermoagent,8,5578.638802625675,5239.4494060512,5922.18400943057,0.06034883980863701,0.041517033041281674,0.0805507139630372,0.8354547635243803,0.7526149058699899,0.9177453006699265,145.0,137.875,152.50312499999995,4588.0,4579.5,4596.25,4733.0,4725.375,4739.75,1772607.875,1769229.40625,1775822.865625,11415.375,10910.115625,11881.26875,188.54201193293557,180.68105490305462,196.16494681453332
humanitarian,nominal_control,autonomous_fixed_comm,8,5529.601151375675,5209.365063673496,5858.8335454843445,0.058859329195426455,0.046884922833506,0.07181294468464054,0.8491632526947094,0.7881523360226168,0.9011901778401267,35.25,33.5,37.125,0.0,0.0,0.0,35.25,33.5,37.125,5523.75,5422.121875,5595.25,2959.875,2813.496875,3099.3875,38.63324031746015,34.98264462687075,41.99026069313986
humanitarian,nominal_control,centralized_lookahead,8,26.132555040046213,21.580085543870553,31.10682215819366,0.9986656483712074,0.997849470599171,0.9994529351941279,0.999995286403964,0.9999915281978106,0.999998564512796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04360957723110914,0.043389594787731765,0.04384704065741971
humanitarian,nominal_control,learned_no_entropy,8,5545.095915125676,5212.723085675403,5880.778376790337,0.07043058372647978,0.05347158054559615,0.0903823417863661,0.7564741593662174,0.6282080362648437,0.8726285470569345,124.375,104.5,144.125,0.0,0.0,0.0,124.375,104.5,144.125,27153.625,24688.328125,29431.8,7700.375,7112.61875,8238.5,121.36943995021284,113.65583969466388,128.1123219667934
humanitarian,nominal_control,scripted_independent,8,5311.085062625675,4926.339471632014,5703.4102513068365,0.11609586315139474,0.08188294070653736,0.14967944422518523,0.6750523607807886,0.5683734104538538,0.7833541982195029,48.625,42.625,54.125,0.0,0.0,0.0,48.625,42.625,54.125,14468.875,12962.375,15937.875,0.0,0.0,0.0,0.06852732505649328,0.053490473167039455,0.09764187309192493
humanitarian,nominal_control,thermoagent,8,5371.103002625676,5034.252139239138,5739.760343595644,0.1027279423878143,0.07382305705603712,0.13290409564931896,0.7167921315295644,0.6107114576115247,0.8266499457281545,160.25,145.875,174.25,4588.0,4579.5,4596.25,4748.25,4728.125,4768.628125,1773384.875,1768689.05625,1777929.0,9842.75,9487.5625,10166.759375,152.48030761210248,145.57171588367783,158.6511096468428
humanitarian,private_mixed_compound_partition_large,autonomous_fixed_comm,8,9064.198236741806,8545.543810129344,9573.685558025316,0.024212937595352126,0.02154243990629798,0.02684283354670684,0.8985262281880304,0.8261624308305433,0.9524258934216389,38.75,35.5,42.125,0.0,0.0,0.0,38.75,35.5,42.125,5229.5,5002.375,5431.1375,3338.125,3145.484375,3545.7718749999995,41.48585228482261,37.3773124776897,45.96511691588675
humanitarian,private_mixed_compound_partition_large,autonomous_no_comm,8,9042.860361741805,8480.671902286671,9578.24548060999,0.026350474690596065,0.022934946817539673,0.03143041027054243,0.8693794934828072,0.7603172810977462,0.9546419258797458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2571.375,2496.125,2641.1343749999996,31.24276483617723,29.983983728603924,32.516295488656034
humanitarian,private_mixed_compound_partition_large,centralized_llm,8,9076.222236741805,8557.875656928052,9582.038787367357,0.023490863049695866,0.021418018557738824,0.025397998726923544,0.9152019481564616,0.8441905170220603,0.9606579061415141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,439.0,439.0,8.156087688636035,8.135375337675214,8.186989381315652
humanitarian,private_mixed_compound_partition_large,centralized_lookahead,8,5115.342366440653,4599.864432827322,5572.762116473873,0.3059919135082746,0.2800017502787012,0.33691431237519637,0.967806704691061,0.9547472395181715,0.9808718823206183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039797347504645586,0.03950796648859978,0.04011232281336561
humanitarian,private_mixed_compound_partition_large,learned_no_entropy,8,9076.222236741805,8557.875656928052,9582.038787367357,0.023490863049695866,0.021418018557738824,0.025397998726923544,0.9152019481564616,0.8441905170220603,0.9606579061415141,151.875,137.5,166.0,0.0,0.0,0.0,151.875,137.5,166.0,36101.875,34596.11875,37605.90625,6914.125,6385.125,7394.25,109.19861890282482,100.01209259638563,117.42966381134465
humanitarian,private_mixed_compound_partition_large,scripted_independent,8,8891.888192991806,8342.216432726347,9448.663151966328,0.036933352695489176,0.026871980101065965,0.04769470418570847,0.8076714975496595,0.7119811491107595,0.8945186893108636,80.5,74.625,86.0,0.0,0.0,0.0,80.5,74.625,86.0,24445.875,22332.125,26409.025,0.0,0.0,0.0,0.05246718507260084,0.051597616518847644,0.05322537329047918
humanitarian,private_mixed_compound_partition_large,thermoagent,8,9015.671151741806,8488.769844698618,9511.156056623904,0.02801214527249818,0.024574304931218684,0.03149647131031167,0.907061309878914,0.8556301379085713,0.9503611805239128,201.25,180.0,223.5,2095.75,2084.0,2107.0,2297.0,2267.25,2327.75,831229.625,825570.25,836816.5,9396.625,8751.746875,10075.509375,141.2785726506263,133.80845940195724,149.09121342282742
humanitarian,private_mixed_compound_partition_small,autonomous_fixed_comm,8,2830.2532608138317,2577.2480366027535,3105.886257081349,0.02990463974661981,0.025850557508864672,0.034254544480327435,0.9999987317753043,0.9999983460305548,0.9999990668397428,29.25,28.25,30.125,0.0,0.0,0.0,29.25,28.25,30.125,4366.625,4270.875,4428.503125,2815.75,2650.746875,2984.5,37.96819633292034,34.81382395152468,41.37168629374355
humanitarian,private_mixed_compound_partition_small,centralized_lookahead,8,193.68777342020945,138.83300299054457,259.06325150100764,0.9610990005898439,0.9217886366079684,0.994089443498412,0.9999999989070091,0.9999999988074522,0.999999998987333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035994257777929306,0.03486435291124508,0.03757656615925953
humanitarian,private_mixed_compound_partition_small,learned_no_entropy,8,2817.1806670638316,2539.2445215977446,3110.982248299766,0.03578639347514084,0.023578022591583297,0.05594290452456443,0.9999985730680332,0.9999980587557336,0.9999991036874631,122.125,107.371875,135.375,0.0,0.0,0.0,122.125,107.371875,135.375,27574.75,25418.75,29018.553125,5540.375,5235.584375,5832.628125,93.83546173758805,89.445034390816,98.64594947298755
humanitarian,private_mixed_compound_partition_small,scripted_independent,8,2677.1845420638315,2466.8901846099457,2941.243870433476,0.07954212221450346,0.03704872108730857,0.13169630158719822,0.9999992333049349,0.9999987203744667,0.9999996924341295,65.25,56.0,72.875,0.0,0.0,0.0,65.25,56.0,72.875,21276.625,18176.25,23638.128124999996,0.0,0.0,0.0,0.05036121793091297,0.047815955395344646,0.05328189767897129
humanitarian,private_mixed_compound_partition_small,thermoagent,8,2838.684854563832,2589.1962460688283,3114.4655576001614,0.028113434995733762,0.02357046299407919,0.03316600566129082,0.9999985098534796,0.999998042519916,0.9999989413884894,152.5,142.125,161.125,1519.0,1508.49375,1531.25,1671.5,1654.875,1684.625,605477.5,601521.75,609873.88125,6461.5,6090.09375,6812.146874999999,98.48574739228934,90.12619035224198,105.67979211580241
humanitarian,private_mixed_correlated,autonomous_fixed_comm,8,7759.123246492378,7319.782946571975,8190.892297443354,0.02964510341054094,0.026253650361526815,0.033157636518239185,0.9093439360894111,0.8386044289393709,0.9576982069252113,39.25,36.0,42.75,0.0,0.0,0.0,39.25,36.0,42.75,5246.125,5016.46875,5432.0,3419.0,3201.746875,3644.125,41.69011554121971,37.138304292189424,46.6317991106538
humanitarian,private_mixed_correlated,autonomous_no_comm,8,7718.5179652423785,7264.152158076121,8148.3160232268065,0.03903460675512044,0.03306521037109305,0.044594733977601185,0.8029041048121026,0.681728717039419,0.9064745356473095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443.625,2381.875,2510.628125,27.730886913836002,26.05862737883581,29.31035495363176
humanitarian,private_mixed_correlated,centralized_llm,8,7775.9191027423785,7335.641886171524,8209.835183324998,0.028174246694157273,0.02568967214975882,0.03045832454313263,0.9152286752781588,0.8441871557900701,0.9605692059325687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,439.0,439.0,8.150881913956255,8.146740808000322,8.156177456025034
humanitarian,private_mixed_correlated,centralized_lookahead,8,2208.6478432609224,1455.5264007563549,2888.3851709025216,0.6231719117996756,0.5444236337950921,0.7159176802606559,0.9888833480201187,0.982101717049718,0.9953266541014602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04135476239025593,0.04118698568781838,0.04155170528683812
humanitarian,private_mixed_correlated,learned_no_entropy,8,7775.9191027423785,7335.641886171524,8209.835183324998,0.028174246694157273,0.02568967214975882,0.03045832454313263,0.9152286752781588,0.8441871557900701,0.9605692059325687,176.125,157.625,193.75,0.0,0.0,0.0,176.125,157.625,193.75,35874.75,33984.25,37682.140625,8051.375,7761.0,8325.375,124.95870380150154,119.46604318358004,130.58280878374353
humanitarian,private_mixed_correlated,scripted_independent,8,7607.006727742379,7142.782349985486,8081.889213274907,0.04414438146176042,0.03210702529592596,0.058203440702410764,0.834692471633193,0.7163793072481907,0.9319729975698349,62.5,56.625,68.375,0.0,0.0,0.0,62.5,56.625,68.375,18339.25,16499.365625,20281.165624999998,0.0,0.0,0.0,0.053885772824287415,0.05292631200281903,0.05509570240974426
humanitarian,private_mixed_correlated,thermoagent,8,7775.9191027423785,7335.641886171524,8209.835183324998,0.028174246694157273,0.02568967214975882,0.03045832454313263,0.9152286752781588,0.8441871557900701,0.9605692059325687,205.125,171.375,236.25,3044.0,2997.5,3081.75,3249.125,3185.996875,3306.25625,1194064.25,1176867.753125,1208058.584375,8875.25,8443.74375,9295.878125,131.60532547580078,122.88263109758263,141.9162336607231
