run_id,stage,application,ledger_locator,events,logical_sha256_match,stored_sha256_match,event_sequence_contiguous,event_digest_match,metric_regeneration_match,privacy_failures,finite_metrics,maximum_conservation_residual,status,mismatch_reasons
v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-none-806ed450405e-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part13.tar.xz::v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,5224,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part13.tar.xz::v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule/events.jsonl,35044,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part13.tar.xz::v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule/events.jsonl,23350,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part13.tar.xz::v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule/events.jsonl,21984,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part13.tar.xz::v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule/events.jsonl,26639,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part13.tar.xz::v8-development-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule/events.jsonl,26830,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-age_of_information-e27491322545-uint8_simplex-frozen_local_rule/events.jsonl,8756,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,12954,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,10817,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule/events.jsonl,10145,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,10083,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/events.jsonl,12837,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/events.jsonl,9961,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-none-806ed450405e-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,5556,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule/events.jsonl,12939,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule/events.jsonl,10199,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule/events.jsonl,10286,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part14.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule/events.jsonl,10774,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule/events.jsonl,10812,True,True,True,True,True,0,True,1.4299672557172016e-13,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-age_of_information-e27491322545-uint8_simplex-frozen_local_rule/events.jsonl,16808,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,30431,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,23499,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule/events.jsonl,22367,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,24097,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/events.jsonl,30367,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/events.jsonl,21140,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-none-806ed450405e-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,6187,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule/events.jsonl,30396,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule/events.jsonl,21254,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part15.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule/events.jsonl,22392,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule/events.jsonl,22797,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule/events.jsonl,23847,True,True,True,True,True,0,True,8.704148513061227e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-age_of_information-e27491322545-uint8_simplex-frozen_local_rule/events.jsonl,16407,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,28947,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,22903,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule/events.jsonl,20275,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,21337,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/events.jsonl,27516,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/events.jsonl,19894,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-none-806ed450405e-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,5539,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule/events.jsonl,28734,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part16.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule/events.jsonl,20719,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule/events.jsonl,19035,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule/events.jsonl,21930,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule/events.jsonl,21787,True,True,True,True,True,0,True,1.2434497875801753e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-age_of_information-e27491322545-uint8_simplex-frozen_local_rule/events.jsonl,8890,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,13364,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,11031,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule/events.jsonl,10875,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,10691,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/events.jsonl,13281,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/events.jsonl,10393,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-none-806ed450405e-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,5628,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part17.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule/events.jsonl,13352,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part18.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule/events.jsonl,10421,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part18.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule/events.jsonl,10518,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part18.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule/events.jsonl,10838,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part18.tar.xz::v8-development-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule/events.jsonl,10975,True,True,True,True,True,0,True,6.927791673660977e-14,pass,
v8-development-utility_restoration-small-high-high-high-grid-private_fragmented-8811003-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,development,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/development/utility_restoration-part18.tar.xz::v8-development-utility_restoration-small-high-high-high-grid-private_fragmented-8811003-age_of_information-e27491322545-uint8_simplex-frozen_local_rule/events.jsonl,1994,True,True,True,True,True,0,True,2.5757174171303632e-14,pass,
